type	id_in_tp	id_in_bigg	descripation	old_bigg_ids	feature_tp	feature_bigg	notes
rea	TKT1	TKT1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TKT2	TKT2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TMDPP	TMDPP	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TMPK	TMPK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TPI	TPI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TRPTA	TRPTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TRPt2r	TRPt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TYRt2r	TYRt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	UDPG4E	UDPG4E	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	UDPGD	UDPGD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	VALTA	VALTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	XYLI1	XYLI1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	XYLI2	XYLI2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	araphe1	araphe1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	araphe2	araphe2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	araphe3	araphe3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	aratry1	aratry1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	aratry2	aratry2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	aratyr1	aratyr1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	aratyr2	aratyr2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	aratyr3	aratyr3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	aratyr4	aratyr4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	2H3MBt	2H3MBt	id in bigg(same)				
rea	2H3MPt	2H3MPt	id in bigg(same)				
rea	3MOPDC	3MOPDC	id in bigg(same)				
rea	AB6PGH	AB6PGH	id in bigg(same)				
rea	ACCOAC	ACCOAC	id in bigg(same)				
rea	ACGALpts	ACGALpts	id in bigg(same)				
rea	ACGAMT	ACGAMT	id in bigg(same)				
rea	ACGApts	ACGApts	id in bigg(same)				
rea	ACGK	ACGK	id in bigg(same)				
rea	ACHBS	ACHBS	id in bigg(same)				
rea	ACKILE	ACKILE	id in bigg(same)				
rea	ACKLEU	ACKLEU	id in bigg(same)				
rea	ACKVAL	ACKVAL	id in bigg(same)				
rea	ACLDC	ACLDC	id in bigg(same)				
rea	ACLS	ACLS	id in bigg(same)				
rea	ACMANApts	ACMANApts	id in bigg(same)				
rea	ACODA_1	ACODA_1	id in bigg(same)				
rea	ACPS2	ACPS2	id in bigg(same)				
rea	ACPSc	ACPSc	id in bigg(same)				
rea	ADA	ADA	id in bigg(same)				
rea	ADCL	ADCL	id in bigg(same)				
rea	ADCS	ADCS	id in bigg(same)				
rea	ADPDS	ADPDS	id in bigg(same)				
rea	ADPRDP	ADPRDP	id in bigg(same)				
rea	ADPT	ADPT	id in bigg(same)				
rea	ADSL1r	ADSL1r	id in bigg(same)				
rea	ADSL2r	ADSL2r	id in bigg(same)				
rea	ADSS	ADSS	id in bigg(same)				
rea	AEPabc	AEPabc	id in bigg(same)				
rea	AGAT_LLA	AGAT_LLA	id in bigg(same)				
rea	AGDC	AGDC	id in bigg(same)				
rea	AHCYSNS	AHCYSNS	id in bigg(same)				
rea	AHMMPS_1	AHMMPS_1	id in bigg(same)				
rea	AIRCr	AIRCr	id in bigg(same)				
rea	ALATRS_1	ALATRS_1	id in bigg(same)				
rea	ALKP	ALKP	id in bigg(same)				
rea	ALOX	ALOX	id in bigg(same)				
rea	AMALT1	AMALT1	id in bigg(same)				
rea	AMALT2	AMALT2	id in bigg(same)				
rea	AMALT3	AMALT3	id in bigg(same)				
rea	AMALT4	AMALT4	id in bigg(same)				
rea	AMANAPEr	AMANAPEr	id in bigg(same)				
rea	AMMQT8_2	AMMQT8_2	id in bigg(same)				
rea	ANPRT	ANPRT	id in bigg(same)				
rea	ANS	ANS	id in bigg(same)				
rea	APRAUR	APRAUR	id in bigg(same)				
rea	ARGDI_1	ARGDI_1	id in bigg(same)				
rea	ARGSS	ARGSS	id in bigg(same)				
rea	ARGTRS_1	ARGTRS_1	id in bigg(same)				
rea	ARGabc	ARGabc	id in bigg(same)				
rea	ARGt2r	ARGt2r	id in bigg(same)				
rea	ASNN	ASNN	id in bigg(same)				
rea	ASNS1	ASNS1	id in bigg(same)				
rea	ASNTRS_1	ASNTRS_1	id in bigg(same)				
rea	ASNt2r	ASNt2r	id in bigg(same)				
rea	ASPCT	ASPCT	id in bigg(same)				
rea	ASPTRS_1	ASPTRS_1	id in bigg(same)				
rea	ASPt2r	ASPt2r	id in bigg(same)				
rea	ATPM	ATPM	id in bigg(same)				
rea	ATPPRT	ATPPRT	id in bigg(same)				
rea	BGLA1	BGLA1	id in bigg(same)				
rea	BG_CELLB	BG_CELLB	id in bigg(same)				
rea	BIOMASS_LLA	BIOMASS_LLA	id in bigg(same)				
rea	BTMAT1	BTMAT1	id in bigg(same)				
rea	CBPS	CBPS	id in bigg(same)				
rea	CELBpts	CELBpts	id in bigg(same)				
rea	CFAS180	CFAS180	id in bigg(same)				
rea	CGPT	CGPT	id in bigg(same)				
rea	CHITN1	CHITN1	id in bigg(same)				
rea	CHLabc	CHLabc	id in bigg(same)				
rea	CHORM	CHORM	id in bigg(same)				
rea	CHORS	CHORS	id in bigg(same)				
rea	CMLDC	CMLDC	id in bigg(same)				
rea	CPPPGO	CPPPGO	id in bigg(same)				
rea	CRPT_25	CRPT_25	id in bigg(same)				
rea	CS	CS	id in bigg(same)				
rea	CSND	CSND	id in bigg(same)				
rea	CTPS1	CTPS1	id in bigg(same)				
rea	CTPS2	CTPS2	id in bigg(same)				
rea	CYSDS	CYSDS	id in bigg(same)				
rea	CYSS	CYSS	id in bigg(same)				
rea	CYSTGL	CYSTGL	id in bigg(same)				
rea	CYSTL	CYSTL	id in bigg(same)				
rea	CYSTRS_1	CYSTRS_1	id in bigg(same)				
rea	CYSt2r	CYSt2r	id in bigg(same)				
rea	CYTD	CYTD	id in bigg(same)				
rea	CYTDK1	CYTDK1	id in bigg(same)				
rea	CYTDK2	CYTDK2	id in bigg(same)				
rea	DADA	DADA	id in bigg(same)				
rea	DADNK	DADNK	id in bigg(same)				
rea	DAGGT_LLA	DAGGT_LLA	id in bigg(same)				
rea	DAGK_LLA	DAGK_LLA	id in bigg(same)				
rea	DALTAL_LLA	DALTAL_LLA	id in bigg(same)				
rea	DAPDC	DAPDC	id in bigg(same)				
rea	DB4PS	DB4PS	id in bigg(same)				
rea	DCMPDA_1	DCMPDA_1	id in bigg(same)				
rea	DCYTD	DCYTD	id in bigg(same)				
rea	DDMAT5	DDMAT5	id in bigg(same)				
rea	DDPA	DDPA	id in bigg(same)				
rea	DEMAT4	DEMAT4	id in bigg(same)				
rea	DGNSK	DGNSK	id in bigg(same)				
rea	DHAD1	DHAD1	id in bigg(same)				
rea	DHAD2	DHAD2	id in bigg(same)				
rea	DHAPT	DHAPT	id in bigg(same)				
rea	DHDPRy	DHDPRy	id in bigg(same)				
rea	DHDPS	DHDPS	id in bigg(same)				
rea	DHFS	DHFS	id in bigg(same)				
rea	DHNAOT_1	DHNAOT_1	id in bigg(same)				
rea	DHNPA_1	DHNPA_1	id in bigg(same)				
rea	DHPPDA	DHPPDA	id in bigg(same)				
rea	DHQS	DHQS	id in bigg(same)				
rea	DINSK	DINSK	id in bigg(same)				
rea	DMATT	DMATT	id in bigg(same)				
rea	DNAS_LLA	DNAS_LLA	id in bigg(same)				
rea	DPCOAK	DPCOAK	id in bigg(same)				
rea	DPMVD	DPMVD	id in bigg(same)				
rea	DRBK	DRBK	id in bigg(same)				
rea	DRIBt2	DRIBt2	id in bigg(same)				
rea	DRPA	DRPA	id in bigg(same)				
rea	DURIK1	DURIK1	id in bigg(same)				
rea	DUTPDP	DUTPDP	id in bigg(same)				
rea	DXPS	DXPS	id in bigg(same)				
rea	EDA	EDA	id in bigg(same)				
rea	EX_2aeppn_e	EX_2aeppn_e	id in bigg(same)				
rea	EX_2h3mb_e	EX_2h3mb_e	id in bigg(same)				
rea	EX_2h3mp_e	EX_2h3mp_e	id in bigg(same)				
rea	EX_2hxic__L_e	EX_2hxic__L_e	id in bigg(same)				
rea	EX_2mba_e	EX_2mba_e	id in bigg(same)				
rea	EX_2mbald_e	EX_2mbald_e	id in bigg(same)				
rea	EX_2mpa_e	EX_2mpa_e	id in bigg(same)				
rea	EX_3mba_e	EX_3mba_e	id in bigg(same)				
rea	EX_3mbal_e	EX_3mbal_e	id in bigg(same)				
rea	EX_4abut_e	EX_4abut_e	id in bigg(same)				
rea	EX_acald_e	EX_acald_e	id in bigg(same)				
rea	EX_acgala_e	EX_acgala_e	id in bigg(same)				
rea	EX_acgam_e	EX_acgam_e	id in bigg(same)				
rea	EX_acmana_e	EX_acmana_e	id in bigg(same)				
rea	EX_actn__R_e	EX_actn__R_e	id in bigg(same)				
rea	EX_akg_e	EX_akg_e	id in bigg(same)				
rea	EX_ala__D_e	EX_ala__D_e	id in bigg(same)				
rea	EX_asn__L_e	EX_asn__L_e	id in bigg(same)				
rea	EX_btd_RR_e	EX_btd_RR_e	id in bigg(same)				
rea	EX_bzal_e	EX_bzal_e	id in bigg(same)				
rea	EX_cellb_e	EX_cellb_e	id in bigg(same)				
rea	EX_ch4s_e	EX_ch4s_e	id in bigg(same)				
rea	EX_chol_e	EX_chol_e	id in bigg(same)				
rea	EX_cit_e	EX_cit_e	id in bigg(same)				
rea	EX_dha_e	EX_dha_e	id in bigg(same)				
rea	EX_diact_e	EX_diact_e	id in bigg(same)				
rea	EX_drib_e	EX_drib_e	id in bigg(same)				
rea	EX_fol_e	EX_fol_e	id in bigg(same)				
rea	EX_fru_e	EX_fru_e	id in bigg(same)				
rea	EX_gal_e	EX_gal_e	id in bigg(same)				
rea	EX_galt_e	EX_galt_e	id in bigg(same)				
rea	EX_gcald_e	EX_gcald_e	id in bigg(same)				
rea	EX_glcn__D_e	EX_glcn__D_e	id in bigg(same)				
rea	EX_gln__L_e	EX_gln__L_e	id in bigg(same)				
rea	EX_glyb_e	EX_glyb_e	id in bigg(same)				
rea	EX_glyc3p_e	EX_glyc3p_e	id in bigg(same)				
rea	EX_glyc_e	EX_glyc_e	id in bigg(same)				
rea	EX_h2s_e	EX_h2s_e	id in bigg(same)				
rea	EX_hxan_e	EX_hxan_e	id in bigg(same)				
rea	EX_lcts_e	EX_lcts_e	id in bigg(same)				
rea	EX_mal__L_e	EX_mal__L_e	id in bigg(same)				
rea	EX_malt_e	EX_malt_e	id in bigg(same)				
rea	EX_man_e	EX_man_e	id in bigg(same)				
rea	EX_met__D_e	EX_met__D_e	id in bigg(same)				
rea	EX_mnl_e	EX_mnl_e	id in bigg(same)				
rea	EX_nmn_e	EX_nmn_e	id in bigg(same)				
rea	EX_o2_e	EX_o2_e	id in bigg(same)				
rea	EX_pacald_e	EX_pacald_e	id in bigg(same)				
rea	EX_pea_e	EX_pea_e	id in bigg(same)				
rea	EX_ppi_e	EX_ppi_e	id in bigg(same)				
rea	EX_ptrc_e	EX_ptrc_e	id in bigg(same)				
rea	EX_pyr_e	EX_pyr_e	id in bigg(same)				
rea	EX_rib__D_e	EX_rib__D_e	id in bigg(same)				
rea	EX_sbt__D_e	EX_sbt__D_e	id in bigg(same)				
rea	EX_ser__D_e	EX_ser__D_e	id in bigg(same)				
rea	EX_so4_e	EX_so4_e	id in bigg(same)				
rea	EX_spmd_e	EX_spmd_e	id in bigg(same)				
rea	EX_succ_e	EX_succ_e	id in bigg(same)				
rea	EX_sucr_e	EX_sucr_e	id in bigg(same)				
rea	EX_tre_e	EX_tre_e	id in bigg(same)				
rea	FBP	FBP	id in bigg(same)				
rea	FE2abc	FE2abc	id in bigg(same)				
rea	FE3abc	FE3abc	id in bigg(same)				
rea	FLVR_1	FLVR_1	id in bigg(same)				
rea	FMETDF	FMETDF	id in bigg(same)				
rea	FMETTRS_1	FMETTRS_1	id in bigg(same)				
rea	FMNAT	FMNAT	id in bigg(same)				
rea	FOLD3	FOLD3	id in bigg(same)				
rea	FRUK	FRUK	id in bigg(same)				
rea	FRUpts	FRUpts	id in bigg(same)				
rea	FTHFCL_1	FTHFCL_1	id in bigg(same)				
rea	FTHFLi	FTHFLi	id in bigg(same)				
rea	G1PACT	G1PACT	id in bigg(same)				
rea	G1PTMT	G1PTMT	id in bigg(same)				
rea	G3PCT	G3PCT	id in bigg(same)				
rea	G5SD	G5SD	id in bigg(same)				
rea	G6PDA	G6PDA	id in bigg(same)				
rea	GALK2	GALK2	id in bigg(same)				
rea	GALTAL	GALTAL	id in bigg(same)				
rea	GALTpts	GALTpts	id in bigg(same)				
rea	GALt2	GALt2	id in bigg(same)				
rea	GAT1_LLA	GAT1_LLA	id in bigg(same)				
rea	GF6PTA	GF6PTA	id in bigg(same)				
rea	GLCP	GLCP	id in bigg(same)				
rea	GLCS1	GLCS1	id in bigg(same)				
rea	GLCpts	GLCpts	id in bigg(same)				
rea	GLGC	GLGC	id in bigg(same)				
rea	GLNS	GLNS	id in bigg(same)				
rea	GLNTRS2	GLNTRS2	id in bigg(same)				
rea	GLNabc	GLNabc	id in bigg(same)				
rea	GLU5K	GLU5K	id in bigg(same)				
rea	GLUDC	GLUDC	id in bigg(same)				
rea	GLUPRT	GLUPRT	id in bigg(same)				
rea	GLUSy	GLUSy	id in bigg(same)				
rea	GLUTRS2	GLUTRS2	id in bigg(same)				
rea	GLUTRS_2	GLUTRS_2	id in bigg(same)				
rea	GLUabc	GLUabc	id in bigg(same)				
rea	GLYBabc	GLYBabc	id in bigg(same)				
rea	GLYC3Pt6	GLYC3Pt6	id in bigg(same)				
rea	GLYK	GLYK	id in bigg(same)				
rea	GLYTRS_1	GLYTRS_1	id in bigg(same)				
rea	GMPR	GMPR	id in bigg(same)				
rea	GMPS2	GMPS2	id in bigg(same)				
rea	GND	GND	id in bigg(same)				
rea	GNKr	GNKr	id in bigg(same)				
rea	GPDDA1	GPDDA1	id in bigg(same)				
rea	GPDDA2	GPDDA2	id in bigg(same)				
rea	GPDDA3	GPDDA3	id in bigg(same)				
rea	GPDDA4	GPDDA4	id in bigg(same)				
rea	GPDDA5	GPDDA5	id in bigg(same)				
rea	GRTT	GRTT	id in bigg(same)				
rea	GTPCI	GTPCI	id in bigg(same)				
rea	GTPCII	GTPCII	id in bigg(same)				
rea	GTPDPK	GTPDPK	id in bigg(same)				
rea	GUAPRT	GUAPRT	id in bigg(same)				
rea	GUAt2r	GUAt2r	id in bigg(same)				
rea	HARAAT	HARAAT	id in bigg(same)				
rea	HBUHL1	HBUHL1	id in bigg(same)				
rea	HBUR1	HBUR1	id in bigg(same)				
rea	HCYSMT	HCYSMT	id in bigg(same)				
rea	HDDHL5	HDDHL5	id in bigg(same)				
rea	HDDR5	HDDR5	id in bigg(same)				
rea	HDEHL4	HDEHL4	id in bigg(same)				
rea	HDER4	HDER4	id in bigg(same)				
rea	HDMAT7	HDMAT7	id in bigg(same)				
rea	HEMAT2	HEMAT2	id in bigg(same)				
rea	HETZK	HETZK	id in bigg(same)				
rea	HEX1	HEX1	id in bigg(same)				
rea	HEX7	HEX7	id in bigg(same)				
rea	HHDHL7	HHDHL7	id in bigg(same)				
rea	HHDR7	HHDR7	id in bigg(same)				
rea	HHYHL2	HHYHL2	id in bigg(same)				
rea	HHYR2	HHYR2	id in bigg(same)				
rea	HIBD	HIBD	id in bigg(same)				
rea	HISTD	HISTD	id in bigg(same)				
rea	HISTP	HISTP	id in bigg(same)				
rea	HISTRS_1	HISTRS_1	id in bigg(same)				
rea	HISt2r	HISt2r	id in bigg(same)				
rea	HMPK1	HMPK1	id in bigg(same)				
rea	HOCHL3	HOCHL3	id in bigg(same)				
rea	HOCR3	HOCR3	id in bigg(same)				
rea	HODHL8	HODHL8	id in bigg(same)				
rea	HODR8	HODR8	id in bigg(same)				
rea	HPPK	HPPK	id in bigg(same)				
rea	HSK	HSK	id in bigg(same)				
rea	HSST	HSST	id in bigg(same)				
rea	HSTPTr	HSTPTr	id in bigg(same)				
rea	HTDHL6	HTDHL6	id in bigg(same)				
rea	HTDR6	HTDR6	id in bigg(same)				
rea	HXANt2r	HXANt2r	id in bigg(same)				
rea	HXPRT	HXPRT	id in bigg(same)				
rea	IG3PS_1	IG3PS_1	id in bigg(same)				
rea	IGPDH_1	IGPDH_1	id in bigg(same)				
rea	IGPS	IGPS	id in bigg(same)				
rea	ILETRS_1	ILETRS_1	id in bigg(same)				
rea	IMPD	IMPD	id in bigg(same)				
rea	ITCY	ITCY	id in bigg(same)				
rea	LACZ	LACZ	id in bigg(same)				
rea	LEUTRS_1	LEUTRS_1	id in bigg(same)				
rea	LPGS_LLA	LPGS_LLA	id in bigg(same)				
rea	LTAS_LLA	LTAS_LLA	id in bigg(same)				
rea	LYSTRS_1	LYSTRS_1	id in bigg(same)				
rea	MACPMT	MACPMT	id in bigg(same)				
rea	MALLAC	MALLAC	id in bigg(same)				
rea	MALT	MALT	id in bigg(same)				
rea	MALTATr	MALTATr	id in bigg(same)				
rea	MALTabc	MALTabc	id in bigg(same)				
rea	MALt2r	MALt2r	id in bigg(same)				
rea	MANpts	MANpts	id in bigg(same)				
rea	MCMAT2	MCMAT2	id in bigg(same)				
rea	MCMAT3	MCMAT3	id in bigg(same)				
rea	MCMAT4	MCMAT4	id in bigg(same)				
rea	MCMAT5	MCMAT5	id in bigg(same)				
rea	MCMAT6	MCMAT6	id in bigg(same)				
rea	MCMAT7	MCMAT7	id in bigg(same)				
rea	MCMAT8	MCMAT8	id in bigg(same)				
rea	METAT	METAT	id in bigg(same)				
rea	METB1	METB1	id in bigg(same)				
rea	METDabc	METDabc	id in bigg(same)				
rea	METGL	METGL	id in bigg(same)				
rea	METS	METS	id in bigg(same)				
rea	METTRS_1	METTRS_1	id in bigg(same)				
rea	METabc	METabc	id in bigg(same)				
rea	METt2r	METt2r	id in bigg(same)				
rea	MEVK1	MEVK1	id in bigg(same)				
rea	MHPGLUT	MHPGLUT	id in bigg(same)				
rea	MI1PP	MI1PP	id in bigg(same)				
rea	MNLpts	MNLpts	id in bigg(same)				
rea	MNNH	MNNH	id in bigg(same)				
rea	MNabc	MNabc	id in bigg(same)				
rea	MTAN	MTAN	id in bigg(same)				
rea	NACt	NACt	id in bigg(same)				
rea	NADK	NADK	id in bigg(same)				
rea	NADN	NADN	id in bigg(same)				
rea	NADS1	NADS1	id in bigg(same)				
rea	NAPRT	NAPRT	id in bigg(same)				
rea	NMNAT	NMNAT	id in bigg(same)				
rea	NMNP	NMNP	id in bigg(same)				
rea	NNATr	NNATr	id in bigg(same)				
rea	NOX	NOX	id in bigg(same)				
rea	NPHS	NPHS	id in bigg(same)				
rea	OCDMAT8	OCDMAT8	id in bigg(same)				
rea	OCMAT3	OCMAT3	id in bigg(same)				
rea	OMPDC	OMPDC	id in bigg(same)				
rea	ORNCD_1	ORNCD_1	id in bigg(same)				
rea	P5CR	P5CR	id in bigg(same)				
rea	PAPPT1	PAPPT1	id in bigg(same)				
rea	PAP_LLA	PAP_LLA	id in bigg(same)				
rea	PC	PC	id in bigg(same)				
rea	PFK	PFK	id in bigg(same)				
rea	PFK_2	PFK_2	id in bigg(same)				
rea	PGCD	PGCD	id in bigg(same)				
rea	PGGT2	PGGT2	id in bigg(same)				
rea	PGL	PGL	id in bigg(same)				
rea	PGPP_LLA	PGPP_LLA	id in bigg(same)				
rea	PHETRS_1	PHETRS_1	id in bigg(same)				
rea	PHPYROX	PHPYROX	id in bigg(same)				
rea	PIabc	PIabc	id in bigg(same)				
rea	PMEVK	PMEVK	id in bigg(same)				
rea	PMPK	PMPK	id in bigg(same)				
rea	PNTK	PNTK	id in bigg(same)				
rea	PPA	PPA	id in bigg(same)				
rea	PPCDC	PPCDC	id in bigg(same)				
rea	PPIabc	PPIabc	id in bigg(same)				
rea	PPNCL	PPNCL	id in bigg(same)				
rea	PPND	PPND	id in bigg(same)				
rea	PPNDH	PPNDH	id in bigg(same)				
rea	PPYRDC	PPYRDC	id in bigg(same)				
rea	PRAGSr	PRAGSr	id in bigg(same)				
rea	PRAIS_1	PRAIS_1	id in bigg(same)				
rea	PRAMPC_1	PRAMPC_1	id in bigg(same)				
rea	PRATPP	PRATPP	id in bigg(same)				
rea	PREN	PREN	id in bigg(same)				
rea	PRFGS_1	PRFGS_1	id in bigg(same)				
rea	PROTRS_1	PROTRS_1	id in bigg(same)				
rea	PROTS_LLA_v3	PROTS_LLA_v3	id in bigg(same)				
rea	PROabc	PROabc	id in bigg(same)				
rea	PROt3	PROt3	id in bigg(same)				
rea	PSERT	PSERT	id in bigg(same)				
rea	PSP_L	PSP_L	id in bigg(same)				
rea	PTAILE	PTAILE	id in bigg(same)				
rea	PTALEU	PTALEU	id in bigg(same)				
rea	PTAVAL	PTAVAL	id in bigg(same)				
rea	PTRCabc	PTRCabc	id in bigg(same)				
rea	PYK	PYK	id in bigg(same)				
rea	PYROX_1	PYROX_1	id in bigg(same)				
rea	RBFK	RBFK	id in bigg(same)				
rea	RBFSa	RBFSa	id in bigg(same)				
rea	RBFSb	RBFSb	id in bigg(same)				
rea	RBK	RBK	id in bigg(same)				
rea	RHCYS	RHCYS	id in bigg(same)				
rea	RIBFLVt2	RIBFLVt2	id in bigg(same)				
rea	RIBabc	RIBabc	id in bigg(same)				
rea	RIBt2	RIBt2	id in bigg(same)				
rea	RNAS_LLA	RNAS_LLA	id in bigg(same)				
rea	RNDR1	RNDR1	id in bigg(same)				
rea	RNDR2	RNDR2	id in bigg(same)				
rea	RNDR3	RNDR3	id in bigg(same)				
rea	RNDR4	RNDR4	id in bigg(same)				
rea	RNTR1	RNTR1	id in bigg(same)				
rea	RNTR2	RNTR2	id in bigg(same)				
rea	RNTR3	RNTR3	id in bigg(same)				
rea	RNTR4	RNTR4	id in bigg(same)				
rea	S6PG	S6PG	id in bigg(same)				
rea	SBTpts	SBTpts	id in bigg(same)				
rea	SERD_L	SERD_L	id in bigg(same)				
rea	SERTRS_1	SERTRS_1	id in bigg(same)				
rea	SHKK	SHKK	id in bigg(same)				
rea	SHSL1	SHSL1	id in bigg(same)				
rea	SO4t2	SO4t2	id in bigg(same)				
rea	SPMDAT1	SPMDAT1	id in bigg(same)				
rea	SPMDAT2	SPMDAT2	id in bigg(same)				
rea	SPMDabc	SPMDabc	id in bigg(same)				
rea	SPODM	SPODM	id in bigg(same)				
rea	SPP	SPP	id in bigg(same)				
rea	SUCBZL	SUCBZL	id in bigg(same)				
rea	SUCBZS	SUCBZS	id in bigg(same)				
rea	SUCR	SUCR	id in bigg(same)				
rea	SUCpts	SUCpts	id in bigg(same)				
rea	TDMAT6	TDMAT6	id in bigg(same)				
rea	TDPGDH_1	TDPGDH_1	id in bigg(same)				
rea	THDPS	THDPS	id in bigg(same)				
rea	THMDt2	THMDt2	id in bigg(same)				
rea	THMabc	THMabc	id in bigg(same)				
rea	THRD_L	THRD_L	id in bigg(same)				
rea	THRS	THRS	id in bigg(same)				
rea	THRTRS_1	THRTRS_1	id in bigg(same)				
rea	TMDK1	TMDK1	id in bigg(same)				
rea	TMDK2	TMDK2	id in bigg(same)				
rea	TMDPK	TMDPK	id in bigg(same)				
rea	TMN	TMN	id in bigg(same)				
rea	TMPPP	TMPPP	id in bigg(same)				
rea	TRDR	TRDR	id in bigg(same)				
rea	TRE6PH	TRE6PH	id in bigg(same)				
rea	TREpts	TREpts	id in bigg(same)				
rea	TRPS1	TRPS1	id in bigg(same)				
rea	TRPS2	TRPS2	id in bigg(same)				
rea	TRPTRS_1	TRPTRS_1	id in bigg(same)				
rea	TYRTRS_1	TYRTRS_1	id in bigg(same)				
rea	UAAGDS	UAAGDS	id in bigg(same)				
rea	UAAGLS1_1	UAAGLS1_1	id in bigg(same)				
rea	UAGCVT	UAGCVT	id in bigg(same)				
rea	UAGDP	UAGDP	id in bigg(same)				
rea	UAGPT1	UAGPT1	id in bigg(same)				
rea	UAMAGS	UAMAGS	id in bigg(same)				
rea	UAMAS	UAMAS	id in bigg(same)				
rea	UAPGR	UAPGR	id in bigg(same)				
rea	UDCPDP	UDCPDP	id in bigg(same)				
rea	UDCPDPS	UDCPDPS	id in bigg(same)				
rea	UDCPKr	UDCPKr	id in bigg(same)				
rea	UDPGALM	UDPGALM	id in bigg(same)				
rea	UGLDDS1	UGLDDS1	id in bigg(same)				
rea	UGT1_LLA	UGT1_LLA	id in bigg(same)				
rea	UGT2_LLA	UGT2_LLA	id in bigg(same)				
rea	UMPK	UMPK	id in bigg(same)				
rea	UPPRT	UPPRT	id in bigg(same)				
rea	URAt2	URAt2	id in bigg(same)				
rea	URIDK2r	URIDK2r	id in bigg(same)				
rea	URIK1	URIK1	id in bigg(same)				
rea	URIK2	URIK2	id in bigg(same)				
rea	URIK3	URIK3	id in bigg(same)				
rea	VALTRS_1	VALTRS_1	id in bigg(same)				
rea	XANt2	XANt2	id in bigg(same)				
rea	XPPT	XPPT	id in bigg(same)				
rea	ZNabc	ZNabc	id in bigg(same)				
rea	kaasIII	kaasIII	id in bigg(same)				
rea	unkFol	unkFol	id in bigg(same)				
rea	2HXICt_copy1	2HXICt	not in bigg[id in bigg(same)]				keep
rea	2HXICt_copy2	2HXICt	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	ALAt2r_copy1	ALAt2r	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	ALAt2r_copy2	ALAt2r	not in bigg[id in bigg(same)]				keep
rea	CBMKr_copy1	CBMKr	not in bigg[id in bigg(same)]				keep
rea	CBMKr_copy2	CBMKr	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	DPR_copy1	DPR	not in bigg[id in bigg(same)]				keep
rea	DPR_copy2	DPR	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	GLYt2r_copy1	GLYt2r	not in bigg[id in bigg(same)]				keep
rea	GLYt2r_copy2	GLYt2r	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
rea	ILEt2r_copy1	ILEt2r	not in bigg[id in bigg(bounds different)]		(0.0, 0.0)	(0.0, 1000.0)	replaced
rea	ILEt2r_copy2	ILEt2r	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	keep
rea	LEUt2r_copy1	LEUt2r	not in bigg[id in bigg(bounds different)]		(0.0, 0.0)	(0.0, 1000.0)	replaced
rea	LEUt2r_copy2	LEUt2r	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	keep
rea	PHETA1_copy1	PHETA1	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	keep
rea	PHETA1_copy2	PHETA1	not in bigg[id in bigg(bounds different)]		(-1000.0, 1000.0)	(0.0, 1000.0)	replaced
