Var1	Var2
R03657	Aminoacyl-tRNA biosynthesis
R03658	Aminoacyl-tRNA biosynthesis
R03659	Aminoacyl-tRNA biosynthesis
R03660	Aminoacyl-tRNA biosynthesis
R03661	Aminoacyl-tRNA biosynthesis
R03662	Aminoacyl-tRNA biosynthesis
R03663	Aminoacyl-tRNA biosynthesis
R03664	Aminoacyl-tRNA biosynthesis
R03665	Aminoacyl-tRNA biosynthesis
R03666	
R03667	
R03668	
R03671	
R03673	Tyrosine metabolism
R03675	
R03677	Steroid biosynthesis
R03678	Porphyrin and chlorophyll metabolism
R03679	
R03680	
R03681	
R03682	Porphyrin and chlorophyll metabolism
R03684	Porphyrin and chlorophyll metabolism
R03685	
R03686	Flavone and flavonol biosynthesis
R03687	
R03688	Fructose and mannose metabolism
R03689	Steroid biosynthesis
R03691	Glycine, serine and threonine metabolism
R03692	Polycyclic aromatic hydrocarbon degradation
R03693	C5-Branched dibasic acid metabolism
R03694	C5-Branched dibasic acid metabolism
R03695	C5-Branched dibasic acid metabolism
R03696	Glyoxylate and dicarboxylate metabolism	C5-Branched dibasic acid metabolism
R03697	Drug metabolism - cytochrome P450
R03698	Isoquinoline alkaloid biosynthesis
R03699	
R03700	
R03702	
R03703	Indole alkaloid biosynthesis
R03704	
R03706	Fructose and mannose metabolism
R03707	Butanoate metabolism
R03709	Phenylalanine metabolism
R03710	Phenylpropanoid biosynthesis
R03711	
R03712	
R03713	Steroid hormone biosynthesis
R03714	
R03716	
R03718	Primary bile acid biosynthesis
R03719	Primary bile acid biosynthesis
R03720	Primary bile acid biosynthesis	Taurine and hypotaurine metabolism
R03721	Isoquinoline alkaloid biosynthesis
R03722	Isoquinoline alkaloid biosynthesis
R03723	
R03724	Steroid biosynthesis
R03725	
R03726	Zeatin biosynthesis
R03727	
R03728	
R03731	
R03732	
R03733	Ascorbate and aldarate metabolism
R03734	
R03735	
R03736	
R03737	Tropane, piperidine and pyridine alkaloid biosynthesis
R03738	Indole alkaloid biosynthesis
R03739	
R03742	
R03743	
R03744	
R03745	
R03746	
R03747	
R03748	
R03751	Caprolactam degradation
R03755	Glycerolipid metabolism
R03756	Glycerolipid metabolism
R03759	Glycine, serine and threonine metabolism
R03761	
R03762	Biotin metabolism
R03763	
R03764	
R03766	
R03767	
R03768	
R03769	
R03770	
R03771	
R03772	Fructose and mannose metabolism
R03774	Fructose and mannose metabolism
R03775	Steroid biosynthesis
R03776	Fatty acid elongation
R03777	Fatty acid degradation
R03778	Fatty acid elongation	Fatty acid degradation
R03779	
R03780	
R03781	
R03782	
R03783	Steroid hormone biosynthesis
R03784	Steroid hormone biosynthesis
R03785	Taurine and hypotaurine metabolism
R03787	
R03788	
R03789	
R03790	
R03791	Aminobenzoate degradation
R03792	
R03793	
R03794	Aminobenzoate degradation
R03796	
R03799	
R03800	
R03801	
R03802	
R03803	
R03804	
R03805	
R03806	Diterpenoid biosynthesis
R03807	Diterpenoid biosynthesis
R03809	Diterpenoid biosynthesis
R03810	
R03812	Tropane, piperidine and pyridine alkaloid biosynthesis
R03813	
R03814	Biosynthesis of unsaturated fatty acids
R03815	Glycine, serine and threonine metabolism
R03816	Ubiquinone and other terpenoid-quinone biosynthesis
R03818	
R03819	
R03820	Indole alkaloid biosynthesis
R03821	Glutathione metabolism
R03822	Glutathione metabolism
R03823	
R03824	Carotenoid biosynthesis
R03826	
R03828	
R03829	
R03830	
R03831	Isoquinoline alkaloid biosynthesis
R03832	Isoquinoline alkaloid biosynthesis
R03833	Isoquinoline alkaloid biosynthesis
R03834	Isoquinoline alkaloid biosynthesis
R03835	Isoquinoline alkaloid biosynthesis
R03838	
R03840	
R03842	Isoquinoline alkaloid biosynthesis
R03845	Porphyrin and chlorophyll metabolism
R03847	Steroid hormone biosynthesis
R03848	Steroid hormone biosynthesis
R03849	Steroid hormone biosynthesis
R03850	
R03851	Steroid hormone biosynthesis
R03854	
R03856	Fatty acid elongation
R03857	Fatty acid degradation
R03858	Fatty acid elongation	Fatty acid degradation
R03859	
R03860	Indole alkaloid biosynthesis
R03861	
R03862	
R03863	
R03864	
R03866	Arachidonic acid metabolism
R03867	
R03868	Tyrosine metabolism
R03869	Valine, leucine and isoleucine degradation
R03870	
R03871	Valine, leucine and isoleucine degradation
R03874	
R03875	Lysine degradation
R03876	
R03877	Porphyrin and chlorophyll metabolism
R03878	Arachidonic acid metabolism
R03879	
R03880	
R03881	
R03882	
R03883	
R03884	
R03885	
R03886	
R03887	Tryptophan metabolism
R03889	Tryptophan metabolism
R03891	Chlorocyclohexane and chlorobenzene degradation
R03892	Benzoate degradation
R03893	Chlorocyclohexane and chlorobenzene degradation
R03894	
R03896	Valine, leucine and isoleucine biosynthesis	C5-Branched dibasic acid metabolism
R03897	C5-Branched dibasic acid metabolism
R03898	Valine, leucine and isoleucine biosynthesis	C5-Branched dibasic acid metabolism
R03899	
R03900	
R03901	
R03903	Phenylalanine metabolism
R03904	
R03905	Aminoacyl-tRNA biosynthesis
R03906	
R03907	
R03908	Nicotinate and nicotinamide metabolism
R03909	
R03910	
R03912	
R03913	
R03914	
R03915	Glutathione metabolism
R03916	Glutathione metabolism
R03918	Phenylpropanoid biosynthesis
R03919	Phenylpropanoid biosynthesis
R03920	Amino sugar and nucleotide sugar metabolism
R03921	Starch and sucrose metabolism
R03922	
R03924	
R03925	Purine metabolism
R03927	Pantothenate and CoA biosynthesis
R03929	Pyrimidine metabolism
R03930	
R03932	Fluorobenzoate degradation
R03933	Steroid hormone biosynthesis
R03934	
R03935	beta-Alanine metabolism
R03936	Tryptophan metabolism
R03937	Butanoate metabolism
R03938	
R03939	
R03940	One carbon pool by folate	Aminoacyl-tRNA biosynthesis
R03942	Fructose and mannose metabolism
R03943	Tyrosine metabolism
R03944	
R03945	Limonene and pinene degradation
R03947	Porphyrin and chlorophyll metabolism
R03948	Porphyrin and chlorophyll metabolism
R03952	
R03953	Tyrosine metabolism
R03954	Tryptophan metabolism
R03955	Tryptophan metabolism
R03956	
R03959	
R03962	Isoflavonoid biosynthesis
R03963	
R03964	
R03965	
R03966	Benzoate degradation	Dioxin degradation
R03968	Valine, leucine and isoleucine biosynthesis
R03969	
R03970	Cyanoamino acid metabolism
R03971	Cyanoamino acid metabolism
R03973	Tyrosine metabolism
R03974	Primary bile acid biosynthesis
R03975	Primary bile acid biosynthesis
R03977	Primary bile acid biosynthesis
R03978	
R03980	Steroid hormone biosynthesis
R03981	
R03982	Chlorocyclohexane and chlorobenzene degradation
R03983	
R03984	Glutathione metabolism	Folate biosynthesis
R03986	
R03987	
R03989	Fatty acid elongation
R03990	Fatty acid degradation
R03991	Fatty acid elongation	Fatty acid degradation
R03992	
R03993	
R03994	Tropane, piperidine and pyridine alkaloid biosynthesis
R03997	Chlorocyclohexane and chlorobenzene degradation
R03998	Aminobenzoate degradation
R03999	Aminobenzoate degradation
R04000	Butanoate metabolism
R04001	Valine, leucine and isoleucine biosynthesis
R04002	
R04003	
R04005	Phenylpropanoid biosynthesis
R04006	Phenylpropanoid biosynthesis
R04007	Phenylpropanoid biosynthesis
R04009	
R04010	
R04011	
R04012	D-Glutamine and D-glutamate metabolism
R04013	Indole alkaloid biosynthesis
R04014	Fatty acid biosynthesis	Prodigiosin biosynthesis
R04015	
R04016	Sphingolipid metabolism
R04017	Sphingolipid metabolism
R04018	Sphingolipid metabolism
R04019	Sphingolipid metabolism
R04020	Tryptophan metabolism
R04021	
R04022	
R04023	
R04024	
R04025	Arginine and proline metabolism
R04026	Purine metabolism
R04027	Tropane, piperidine and pyridine alkaloid biosynthesis
R04028	
R04029	Lysine degradation
R04030	Ubiquinone and other terpenoid-quinone biosynthesis
R04031	Ubiquinone and other terpenoid-quinone biosynthesis
R04032	
R04033	
R04034	Glycerophospholipid metabolism
R04035	Histidine metabolism
R04036	
R04037	Histidine metabolism
R04038	Zeatin biosynthesis
R04039	Glutathione metabolism
R04040	Limonene and pinene degradation
R04041	
R04043	
R04044	
R04046	
R04047	
R04048	
R04049	
R04050	
R04051	Phosphonate and phosphinate metabolism
R04053	Phosphonate and phosphinate metabolism
R04056	
R04057	
R04058	
R04059	
R04060	Tetracycline biosynthesis	Biosynthesis of type II polyketide products
R04061	Benzoate degradation
R04062	
R04063	
R04065	Histidine metabolism
R04066	Histidine metabolism
R04068	Histidine metabolism
R04070	
R04071	
R04072	
R04073	
R04074	
R04076	Fructose and mannose metabolism
R04077	Isoquinoline alkaloid biosynthesis
R04078	
R04080	
R04081	
R04082	
R04084	Isoquinoline alkaloid biosynthesis
R04085	Nicotinate and nicotinamide metabolism
R04088	Toluene degradation
R04089	Xylene degradation
R04090	
R04091	
R04092	
R04093	Tryptophan metabolism
R04094	Tryptophan metabolism
R04095	Valine, leucine and isoleucine degradation
R04096	
R04097	Valine, leucine and isoleucine degradation
R04098	Valine, leucine and isoleucine degradation
R04099	
R04100	
R04101	Fluorobenzoate degradation
R04102	
R04103	
R04104	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
R04105	
R04106	
R04108	
R04109	Porphyrin and chlorophyll metabolism
R04111	Starch and sucrose metabolism
R04112	
R04113	
R04115	Naphthalene degradation
R04117	Naphthalene degradation
R04118	
R04119	
R04120	
R04121	Fatty acid degradation
R04123	Porphyrin and chlorophyll metabolism
R04124	
R04125	Glycine, serine and threonine metabolism	One carbon pool by folate
R04126	Ether lipid metabolism
R04127	
R04130	Nicotinate and nicotinamide metabolism
R04131	
R04132	Tyrosine metabolism
R04133	
R04134	Tyrosine metabolism
R04135	
R04136	Toluene degradation
R04137	Valine, leucine and isoleucine degradation
R04138	Valine, leucine and isoleucine degradation
R04139	
R04140	
R04141	
R04142	Lysine degradation
R04143	Cysteine and methionine metabolism
R04144	Purine metabolism
R04145	
R04146	
R04147	Penicillin and cephalosporin biosynthesis
R04148	Porphyrin and chlorophyll metabolism
R04149	
R04150	
R04151	Polycyclic aromatic hydrocarbon degradation
R04152	Phosphonate and phosphinate metabolism
R04153	
R04154	
R04155	
R04156	
R04157	
R04158	Glycerophospholipid metabolism
R04159	
R04160	Aminobenzoate degradation
R04161	
R04162	Ether lipid metabolism
R04163	Steroid hormone biosynthesis
R04165	
R04166	
R04167	
R04169	
R04170	Fatty acid elongation	Fatty acid degradation
R04171	Tryptophan metabolism
R04172	Tryptophan metabolism
R04173	Glycine, serine and threonine metabolism	Cysteine and methionine metabolism	Methane metabolism
R04174	Lysine degradation
R04175	Lysine degradation	Tropane, piperidine and pyridine alkaloid biosynthesis
R04177	Pyruvate metabolism
R04178	Porphyrin and chlorophyll metabolism
R04179	
R04180	
R04182	
R04183	
R04184	
R04185	
R04186	
R04187	Valine, leucine and isoleucine degradation
R04188	Valine, leucine and isoleucine degradation
R04189	Arginine and proline metabolism
R04190	
R04191	
R04192	
R04198	Monobactam biosynthesis	Lysine biosynthesis
R04199	Monobactam biosynthesis	Lysine biosynthesis
R04200	D-Arginine and D-ornithine metabolism
R04201	D-Arginine and D-ornithine metabolism
R04202	
R04203	Valine, leucine and isoleucine degradation
R04204	Valine, leucine and isoleucine degradation
R04205	Tropane, piperidine and pyridine alkaloid biosynthesis
R04206	
R04208	Purine metabolism
R04209	Purine metabolism
R04210	Vitamin B6 metabolism
R04211	
R04212	Aminoacyl-tRNA biosynthesis
R04213	
R04214	Histidine metabolism
R04215	Amino sugar and nucleotide sugar metabolism
R04216	
R04217	Arginine and proline metabolism
R04218	Carotenoid biosynthesis
R04221	Arginine and proline metabolism
R04222	Streptomycin biosynthesis
R04223	Benzoate degradation	Dioxin degradation
R04224	Valine, leucine and isoleucine degradation
R04225	
R04227	
R04228	
R04229	
R04230	Pantothenate and CoA biosynthesis
R04231	Pantothenate and CoA biosynthesis
R04234	
R04235	
R04236	
R04237	Porphyrin and chlorophyll metabolism
R04238	
R04239	
R04247	Phosphonate and phosphinate metabolism
R04248	
R04249	
R04251	Phosphonate and phosphinate metabolism
R04256	Arachidonic acid metabolism
R04257	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R04258	Chlorocyclohexane and chlorobenzene degradation
R04259	Chlorocyclohexane and chlorobenzene degradation
R04260	
R04263	Primary bile acid biosynthesis
R04264	
R04265	Amino sugar and nucleotide sugar metabolism
R04266	Amino sugar and nucleotide sugar metabolism
R04267	
R04268	
R04269	C5-Branched dibasic acid metabolism
R04270	
R04272	
R04273	
R04274	
R04275	
R04276	Flavonoid biosynthesis
R04277	Benzoate degradation	Aminobenzoate degradation
R04278	Benzoate degradation	Aminobenzoate degradation
R04279	Benzoate degradation	Aminobenzoate degradation
R04280	Aminobenzoate degradation
R04281	
R04282	Histidine metabolism
R04285	Folate biosynthesis
R04286	Folate biosynthesis
R04289	
R04291	
R04292	Nicotinate and nicotinamide metabolism
R04293	Tryptophan metabolism
R04296	Cyanoamino acid metabolism
R04299	
R04300	Tyrosine metabolism	Isoquinoline alkaloid biosynthesis
R04301	Tyrosine metabolism	Betalain biosynthesis
R04303	
R04304	Tyrosine metabolism
R04305	Isoquinoline alkaloid biosynthesis
R04306	
R04307	
R04309	Steroid hormone biosynthesis
R04310	Steroid hormone biosynthesis
R04311	Ether lipid metabolism
R04312	
R04313	Lysine degradation
R04314	
R04316	
R04317	
R04318	
R04319	
R04321	Ether lipid metabolism
R04322	
R04323	Tryptophan metabolism
R04325	Purine metabolism	One carbon pool by folate
R04326	One carbon pool by folate
R04327	
R04328	
R04330	
R04331	
R04332	
R04333	
R04334	
R04335	
R04336	Lysine biosynthesis
R04338	
R04339	
R04340	
R04341	
R04342	Phenylpropanoid biosynthesis	Flavonoid biosynthesis	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R04344	
R04345	
R04346	
R04348	
R04349	Fluorobenzoate degradation
R04350	
R04352	Steroid hormone biosynthesis
R04353	Steroid hormone biosynthesis
R04354	Steroid hormone biosynthesis
R04355	Fatty acid biosynthesis
R04356	
R04358	
R04359	
R04360	Ether lipid metabolism
R04361	Ether lipid metabolism
R04362	
R04363	Ether lipid metabolism
R04364	Monobactam biosynthesis	Lysine biosynthesis
R04365	Lysine biosynthesis
R04366	
R04367	
R04368	
R04369	D-Alanine metabolism
R04370	
R04371	Lysine biosynthesis
R04372	Inositol phosphate metabolism
R04373	
R04374	Arginine and proline metabolism
R04375	
R04376	Phenylalanine metabolism
R04377	Glycerolipid metabolism
R04378	Purine metabolism
R04379	Tyrosine metabolism
R04380	Tyrosine metabolism
R04382	Pentose and glucuronate interconversions
R04383	Pentose and glucuronate interconversions
R04384	
R04385	
R04386	
R04387	
R04388	
R04389	
R04390	Lysine biosynthesis
R04391	Pantothenate and CoA biosynthesis
R04392	
R04393	Galactose metabolism
R04394	Glycolysis / Gluconeogenesis
R04396	
R04397	Vitamin B6 metabolism
R04398	
R04399	
R04400	Isoquinoline alkaloid biosynthesis
R04401	
R04403	
R04404	Inositol phosphate metabolism
R04405	Cysteine and methionine metabolism
R04409	
R04410	
R04411	
R04412	
R04413	Ether lipid metabolism
R04416	
R04418	Tyrosine metabolism
R04419	Tyrosine metabolism
R04420	Cysteine and methionine metabolism
R04421	
R04423	
R04424	Propanoate metabolism
R04425	Propanoate metabolism
R04426	Valine, leucine and isoleucine biosynthesis
R04427	Steroid biosynthesis
R04428	Fatty acid biosynthesis
R04429	Fatty acid biosynthesis
R04430	Fatty acid biosynthesis
R04431	
R04432	beta-Alanine metabolism	Propanoate metabolism
R04433	
R04435	Amino sugar and nucleotide sugar metabolism
R04436	
R04437	
R04438	
R04439	Pantothenate and CoA biosynthesis
R04440	Valine, leucine and isoleucine biosynthesis
R04441	Valine, leucine and isoleucine biosynthesis	Pantothenate and CoA biosynthesis
R04443	Arginine and proline metabolism
R04444	Arginine and proline metabolism
R04445	Arginine and proline metabolism
R04446	Arginine and proline metabolism
R04447	Arginine and proline metabolism
R04448	Thiamine metabolism
R04449	
R04450	
R04451	
R04452	Ether lipid metabolism
R04453	
R04455	Methane metabolism
R04456	Methane metabolism
R04457	Riboflavin metabolism
R04459	
R04460	Cyanoamino acid metabolism
R04461	
R04463	Purine metabolism
R04464	Methane metabolism
R04466	
R04467	Lysine biosynthesis
R04469	Glycerolipid metabolism
R04470	Glycerolipid metabolism
R04471	Glycerolipid metabolism
R04472	Glycerolipid metabolism
R04473	Glycerolipid metabolism
R04474	Glycerolipid metabolism
R04475	Lysine biosynthesis
R04476	
R04477	
R04478	Benzoate degradation
R04479	Histidine metabolism
R04480	Glycerophospholipid metabolism
R04481	
R04482	
R04483	
R04484	
R04486	
R04487	
R04488	Benzoate degradation
R04489	Benzoate degradation	Aminobenzoate degradation
R04490	
R04491	Other types of O-glycan biosynthesis
R04493	
R04494	
R04495	
R04496	Terpenoid backbone biosynthesis
R04498	
R04501	
R04502	
R04503	
R04504	Inositol phosphate metabolism
R04505	
R04506	
R04507	
R04509	Thiamine metabolism
R04510	Toluene degradation
R04512	
R04513	Inositol phosphate metabolism
R04515	Pentose and glucuronate interconversions	Ascorbate and aldarate metabolism
R04517	Arachidonic acid metabolism
R04518	Arachidonic acid metabolism
R04520	Glycerophospholipid metabolism
R04522	Dioxin degradation
R04523	
R04524	Vitamin B6 metabolism
R04525	
R04526	Flavone and flavonol biosynthesis
R04527	
R04529	Amino sugar and nucleotide sugar metabolism
R04531	
R04532	
R04533	Fatty acid biosynthesis
R04534	Fatty acid biosynthesis
R04535	Fatty acid biosynthesis
R04536	Fatty acid biosynthesis
R04537	Fatty acid biosynthesis
R04538	
R04540	Methane metabolism
R04541	Methane metabolism
R04542	
R04543	Fatty acid biosynthesis
R04544	Fatty acid biosynthesis
R04545	Inositol phosphate metabolism
R04547	
R04548	
R04549	Lipopolysaccharide biosynthesis
R04550	Lipopolysaccharide biosynthesis
R04552	
R04553	
R04555	
R04556	
R04557	
R04558	Histidine metabolism
R04559	Purine metabolism
R04560	Purine metabolism	One carbon pool by folate
R04564	
R04565	
R04566	Fatty acid biosynthesis
R04567	Lipopolysaccharide biosynthesis
R04568	Fatty acid biosynthesis
R04570	Vitamin B6 metabolism
R04571	Ether lipid metabolism
R04573	Peptidoglycan biosynthesis
R04575	
R04576	Chlorocyclohexane and chlorobenzene degradation
R04577	
R04579	
R04580	
R04581	
R04583	
R04584	
R04586	
R04587	Lipopolysaccharide biosynthesis
R04588	
R04589	
R04590	
R04591	Purine metabolism
R04592	
R04593	Vitamin B6 metabolism
R04594	Porphyrin and chlorophyll metabolism
R04596	
R04597	Steroid degradation
R04598	Tyrosine metabolism
R04599	Tyrosine metabolism
R04600	Tyrosine metabolism
R04601	Tyrosine metabolism
R04602	
R04603	
R04606	Lipopolysaccharide biosynthesis
R04607	
R04608	
R04609	
R04610	
R04611	
R04613	
R04615	
R04617	Lysine biosynthesis	Peptidoglycan biosynthesis
R04618	Flavone and flavonol biosynthesis
R04619	
R04620	Folate biosynthesis
R04621	Folate biosynthesis
R04622	Folate biosynthesis
R04623	
R04630	
R04631	
R04632	
R04633	
R04634	
R04635	
R04636	
R04638	Folate biosynthesis
R04640	Histidine metabolism
R04641	
R04642	
R04643	
R04644	
R04645	
R04646	
R04647	
R04648	
R04649	
R04650	
R04653	
R04654	
R04656	
R04657	Lipopolysaccharide biosynthesis
R04658	Lipopolysaccharide biosynthesis
R04659	
R04660	
R04661	
R04662	
R04665	
R04666	Pyrimidine metabolism
R04671	
R04672	
R04673	
R04674	Histidine metabolism
R04675	Steroid hormone biosynthesis
R04676	Steroid hormone biosynthesis
R04678	Steroid hormone biosynthesis
R04681	Steroid hormone biosynthesis
R04682	Steroid hormone biosynthesis
R04683	Steroid hormone biosynthesis
R04684	
R04685	
R04686	Phenylpropanoid biosynthesis
R04687	Lysine degradation
R04688	Lysine degradation
R04690	Isoquinoline alkaloid biosynthesis
R04691	Isoquinoline alkaloid biosynthesis
R04692	Isoquinoline alkaloid biosynthesis
R04693	
R04694	Isoquinoline alkaloid biosynthesis
R04695	Isoquinoline alkaloid biosynthesis
R04696	Isoquinoline alkaloid biosynthesis
R04697	Isoquinoline alkaloid biosynthesis
R04698	
R04699	Isoquinoline alkaloid biosynthesis
R04700	Isoquinoline alkaloid biosynthesis
R04702	Isoquinoline alkaloid biosynthesis
R04703	Isoquinoline alkaloid biosynthesis
R04705	Isoquinoline alkaloid biosynthesis
R04706	Isoquinoline alkaloid biosynthesis
R04707	Isoquinoline alkaloid biosynthesis
R04708	Isoquinoline alkaloid biosynthesis
R04709	
R04710	
R04711	Ubiquinone and other terpenoid-quinone biosynthesis
R04713	
R04714	
R04715	
R04716	
R04717	
R04718	
R04719	
R04720	
R04721	
R04722	
R04723	Isoquinoline alkaloid biosynthesis
R04724	Fatty acid biosynthesis
R04725	Fatty acid biosynthesis
R04726	Fatty acid biosynthesis
R04727	
R04728	
R04729	
R04730	
R04731	Purine metabolism
R04732	Purine metabolism
R04733	
R04734	Folate biosynthesis
R04736	
R04737	Fatty acid elongation	Fatty acid degradation
R04738	Fatty acid elongation	Fatty acid degradation
R04739	Fatty acid elongation	Fatty acid degradation
R04740	Fatty acid elongation	Fatty acid degradation
R04741	Fatty acid elongation	Fatty acid degradation
R04742	Fatty acid elongation	Fatty acid degradation
R04743	Fatty acid elongation	Fatty acid degradation
R04744	Fatty acid elongation	Fatty acid degradation
R04745	Fatty acid elongation	Fatty acid degradation
R04746	Fatty acid elongation	Fatty acid degradation
R04747	Fatty acid elongation	Fatty acid degradation
R04748	Fatty acid elongation	Fatty acid degradation
R04749	Fatty acid elongation	Fatty acid degradation
R04751	Fatty acid degradation
R04753	Fatty acid elongation
R04754	Fatty acid degradation
R04756	Fatty acid degradation
R04758	Steroid hormone biosynthesis
R04759	Steroid hormone biosynthesis
R04760	Steroid hormone biosynthesis
R04761	Steroid hormone biosynthesis
R04762	Steroid hormone biosynthesis
R04764	Steroid hormone biosynthesis
R04768	Isoquinoline alkaloid biosynthesis
R04770	Selenocompound metabolism
R04771	
R04772	Selenocompound metabolism
R04773	Selenocompound metabolism
R04776	Tyrosine metabolism
R04777	Tyrosine metabolism
R04779	Glycolysis / Gluconeogenesis	Pentose phosphate pathway	Fructose and mannose metabolism
R04780	Glycolysis / Gluconeogenesis	Pentose phosphate pathway	Fructose and mannose metabolism
R04781	
R04782	
R04783	
R04784	Pentose and glucuronate interconversions	Ascorbate and aldarate metabolism
R04785	Ascorbate and aldarate metabolism
R04786	Carotenoid biosynthesis
R04787	Carotenoid biosynthesis
R04789	
R04790	
R04791	
R04792	
R04794	
R04795	Porphyrin and chlorophyll metabolism
R04798	Carotenoid biosynthesis
R04799	
R04800	Carotenoid biosynthesis
R04801	Carotenoid biosynthesis
R04803	
R04804	Steroid biosynthesis
R04805	
R04806	Primary bile acid biosynthesis
R04807	Primary bile acid biosynthesis
R04809	Primary bile acid biosynthesis
R04810	Primary bile acid biosynthesis
R04811	Primary bile acid biosynthesis
R04812	Primary bile acid biosynthesis
R04813	Primary bile acid biosynthesis
R04817	Primary bile acid biosynthesis
R04818	Primary bile acid biosynthesis
R04819	Primary bile acid biosynthesis
R04823	Primary bile acid biosynthesis
R04824	Primary bile acid biosynthesis
R04825	Primary bile acid biosynthesis
R04826	Primary bile acid biosynthesis
R04827	
R04829	Steroid hormone biosynthesis
R04830	Steroid hormone biosynthesis
R04831	Steroid hormone biosynthesis
R04832	Steroid hormone biosynthesis
R04833	Steroid hormone biosynthesis
R04834	Steroid hormone biosynthesis
R04835	Steroid hormone biosynthesis
R04836	Steroid hormone biosynthesis
R04837	Steroid hormone biosynthesis
R04838	Steroid hormone biosynthesis
R04840	Steroid hormone biosynthesis
R04842	Steroid hormone biosynthesis
R04843	Steroid hormone biosynthesis
R04844	Steroid hormone biosynthesis
R04845	Steroid hormone biosynthesis
R04846	Steroid hormone biosynthesis
R04847	Steroid hormone biosynthesis
R04849	Steroid hormone biosynthesis
R04850	Steroid hormone biosynthesis
R04852	Steroid hormone biosynthesis
R04853	Steroid hormone biosynthesis
R04854	Steroid hormone biosynthesis
R04855	Steroid hormone biosynthesis
R04856	Sphingolipid metabolism
R04857	Purine metabolism
R04858	Cysteine and methionine metabolism
R04859	
R04861	Cysteine and methionine metabolism
R04862	
R04863	Lysine biosynthesis
R04864	Glycerophospholipid metabolism
R04866	Lysine degradation
R04867	Lysine degradation
R04869	Biotin metabolism
R04870	Penicillin and cephalosporin biosynthesis
R04872	Penicillin and cephalosporin biosynthesis
R04875	Histidine metabolism
R04876	Histidine metabolism
R04877	Histidine metabolism
R04879	Histidine metabolism
R04880	Tyrosine metabolism
R04881	Tyrosine metabolism
R04882	Tyrosine metabolism
R04883	Tyrosine metabolism
R04884	Tyrosine metabolism
R04885	
R04886	Tyrosine metabolism
R04887	Tyrosine metabolism
R04888	Tyrosine metabolism
R04889	Tyrosine metabolism
R04890	Tyrosine metabolism
R04891	Tyrosine metabolism
R04892	Tyrosine metabolism
R04893	Tyrosine metabolism
R04894	Tyrosine metabolism
R04895	
R04900	Flavone and flavonol biosynthesis
R04901	Flavonoid biosynthesis
R04902	Flavonoid biosynthesis
R04903	Tryptophan metabolism
R04904	Tryptophan metabolism
R04905	Tryptophan metabolism
R04907	Tryptophan metabolism
R04909	Tryptophan metabolism
R04910	Tryptophan metabolism
R04911	Tryptophan metabolism
R04913	Tryptophan metabolism
R04914	Tryptophan metabolism
R04915	
R04916	Tryptophan metabolism
R04917	Tryptophan metabolism
R04918	Tryptophan metabolism
R04919	Propanoate metabolism
R04920	Phosphonate and phosphinate metabolism
R04921	Phosphonate and phosphinate metabolism	Sphingolipid metabolism
R04922	Phosphonate and phosphinate metabolism
R04927	
R04928	
R04929	Selenocompound metabolism
R04930	
R04931	Selenocompound metabolism
R04932	
R04935	
R04936	
R04939	
R04940	
R04941	Selenocompound metabolism
R04942	
R04943	
R04944	Selenocompound metabolism
R04945	
R04946	Selenocompound metabolism
R04947	
R04948	
R04949	
R04950	Glutathione metabolism
R04951	Glutathione metabolism
R04952	Fatty acid biosynthesis
R04953	Fatty acid biosynthesis
R04954	Fatty acid biosynthesis
R04955	Fatty acid biosynthesis
R04956	Fatty acid biosynthesis
R04957	Fatty acid biosynthesis
R04958	Fatty acid biosynthesis
R04959	Fatty acid biosynthesis
R04960	Fatty acid biosynthesis
R04961	Fatty acid biosynthesis
R04962	Fatty acid biosynthesis
R04963	Fatty acid biosynthesis
R04964	Fatty acid biosynthesis
R04965	Fatty acid biosynthesis
R04966	Fatty acid biosynthesis
R04967	Fatty acid biosynthesis
R04968	Fatty acid biosynthesis
R04969	Fatty acid biosynthesis
R04970	Fatty acid biosynthesis
R04971	Porphyrin and chlorophyll metabolism
R04972	Porphyrin and chlorophyll metabolism
R04973	Porphyrin and chlorophyll metabolism
R04977	Porphyrin and chlorophyll metabolism
R04978	Porphyrin and chlorophyll metabolism
R04979	Porphyrin and chlorophyll metabolism
R04980	
R04981	
R04982	Ubiquinone and other terpenoid-quinone biosynthesis
R04983	Ubiquinone and other terpenoid-quinone biosynthesis
R04984	Ubiquinone and other terpenoid-quinone biosynthesis
R04986	Ubiquinone and other terpenoid-quinone biosynthesis
R04987	Ubiquinone and other terpenoid-quinone biosynthesis
R04988	Ubiquinone and other terpenoid-quinone biosynthesis
R04989	Ubiquinone and other terpenoid-quinone biosynthesis
R04990	Ubiquinone and other terpenoid-quinone biosynthesis
R04994	Ubiquinone and other terpenoid-quinone biosynthesis
R04996	Histidine metabolism
R04998	Phenylpropanoid biosynthesis
R04999	Phenylpropanoid biosynthesis
R05001	Phenylalanine metabolism
R05002	
R05010	
R05030	Peptidoglycan biosynthesis
R05032	Peptidoglycan biosynthesis
R05035	
R05036	Flavonoid biosynthesis
R05037	Flavonoid biosynthesis
R05038	Flavonoid biosynthesis
R05039	Flavonoid biosynthesis
R05040	Porphyrin and chlorophyll metabolism
R05043	
R05046	Folate biosynthesis
