model	type	id_in_tp	new_id	id_in_bigg	name	formula	charge	metabolites	reactions	bounds	gpr	descripation	old_bigg_ids	feature_tp	feature_bigg	diff	notes	annotation
iBT721	rea	UAAGDS		UAAGDS	UDP N acetylmuramoyl L alanyl D glutamyl meso 2 6 diaminopimelate synthetase			{'26dap__M_c': -1.0, 'adp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'uamag_c': -1.0, 'ugmd_c': 1.0}	26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c	(0.0, 1000.0)	lp_0977	id in bigg(same)						{}
iBT721	rea	UAAGLS1		UAAGLS1	UDP N acetylmuramoyl L alanyl D glutamate lysine synthetase alpha glutamate			{'adp_c': 1.0, 'atp_c': -1.0, 'h_c': 2.0, 'lys__L_c': -1.0, 'pi_c': 1.0, 'uAgl_c': 1.0, 'uamag_c': -1.0}	atp_c + lys__L_c + uamag_c --> adp_c + 2.0 h_c + pi_c + uAgl_c	(0.0, 1000.0)	lp_2380	id in bigg(mets different)		atp_c + lys__L_c + uamag_c --> adp_c + 2.0 h_c + pi_c + uAgl_c	atp_c + lys__L_c + uamag_c --> adp_c + h_c + pi_c + uAgl_c	[set(), set()]	manual check	{}
iBT721	rea	UAG2E		UAG2E	UDP N acetylglucosamine 2 epimerase			{'uacgam_c': -1.0, 'uacmam_c': 1.0}	uacgam_c <=> uacmam_c	(-1000.0, 1000.0)	lp_1173	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{}
iBT721	rea	UAGCVT		UAGCVT	UDP N acetylglucosamine 1 carboxyvinyltransferase			{'pep_c': -1.0, 'pi_c': 1.0, 'uaccg_c': 1.0, 'uacgam_c': -1.0}	pep_c + uacgam_c --> pi_c + uaccg_c	(0.0, 1000.0)	lp_2361 or lp_0510	id in bigg(same)						{}
iBT721	rea	UAGDP		UAGDP	UDP N acetylglucosamine diphosphorylase			{'acgam1p_c': -1.0, 'h_c': -1.0, 'ppi_c': 1.0, 'uacgam_c': 1.0, 'utp_c': -1.0}	acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c	(0.0, 1000.0)	lp_0467	id in bigg(same)						{}
iBT721	rea	UAGPT5			UDP N acetylglucosamine N acetylmuramyl pentapeptide pyrophosphoryl undecaprenol N acetylglucosamine transferase			{'h_c': 1.0, 'uaagmdalac_c': 1.0, 'uacgam_c': -1.0, 'uagmdalac_c': -1.0, 'udp_c': 1.0}	uacgam_c + uagmdalac_c --> h_c + uaagmdalac_c + udp_c	(0.0, 1000.0)	lp_2196	not in bigg						{}
iBT721	rea	UAMAGS		UAMAGS	UDP N acetylmuramoyl L alanyl D glutamate synthetase			{'adp_c': 1.0, 'atp_c': -1.0, 'glu__D_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'uama_c': -1.0, 'uamag_c': 1.0}	atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c	(0.0, 1000.0)	lp_2197	id in bigg(same)						{}
iBT721	rea	UAMAS		UAMAS	UDP N acetylmuramoyl L alanine synthetase			{'adp_c': 1.0, 'ala__L_c': -1.0, 'atp_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'uama_c': 1.0, 'uamr_c': -1.0}	ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c	(0.0, 1000.0)	lp_1462	id in bigg(same)						{}
iBT721	rea	UAPGR		UAPGR	UDP N acetylenolpyruvoylglucosamine reductase			{'h_c': -1.0, 'nadp_c': 1.0, 'nadph_c': -1.0, 'uaccg_c': -1.0, 'uamr_c': 1.0}	h_c + nadph_c + uaccg_c --> nadp_c + uamr_c	(0.0, 1000.0)	lp_0814	id in bigg(same)						{}
iBT721	rea	UDCPDP		UDCPDP	undecaprenyl diphosphatase			{'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'udcpdp_c': -1.0, 'udcpp_c': 1.0}	h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c	(0.0, 1000.0)		id in bigg(same)						{}
iBT721	rea	UDCPDPS		UDCPDPS	Undecaprenyl diphosphate synthase			{'frdp_c': -1.0, 'ipdp_c': -8.0, 'ppi_c': 8.0, 'udcpdp_c': 1.0}	frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c	(0.0, 1000.0)	lp_1066 and lp_1134 and lp_2051	id in bigg(same)						{}
iBT721	rea	UDCPK	UDCPKr	UDCPKr	undecaprenol kinase			{'adp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0, 'udcp_c': -1.0, 'udcpp_c': 1.0}	atp_c + udcp_c --> adp_c + h_c + udcpp_c	(0.0, 1000.0)	lp_3407	id in old_bigg(same)	UDCPK; UDCPKr				replaced_id(in_old_id)	{}
iBT721	rea	UDPG4E		UDPG4E	UDPglucose 4 epimerase			{'udpg_c': -1.0, 'udpgal_c': 1.0}	udpg_c <=> udpgal_c	(-1000.0, 1000.0)	lp_0709 or lp_1200 or lp_2105 or lp_3481	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{}
iBT721	rea	UDPGALM		UDPGALM	UDPgalactopyranose mutase			{'udpgal_c': -1.0, 'udpgalfur_c': 1.0}	udpgal_c --> udpgalfur_c	(0.0, 1000.0)	lp_1176 or lp_1219	id in bigg(same)						{}
iBT721	rea	UGMDDS2		UGMDDS2	UDP N acetylmuramoyl L alanyl D glutamyl meso 2 6 diaminopimeloyl D alanyl D lactate synthetase			{'adp_c': 1.0, 'alalac_c': -1.0, 'atp_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'ugmd_c': -1.0, 'ugmdalac_c': 1.0}	alalac_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmdalac_c	(0.0, 1000.0)	lp_0518	id in bigg(mets different)		alalac_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmdalac_c	alaala_c + atp_c + uggmd_c --> adp_c + h_c + pi_c + uggmda_c	[{'alalac_c', 'ugmdalac_c', 'ugmd_c'}, {'uggmda_c', 'alaala_c', 'uggmd_c'}]	manual check	{}
iBT721	rea	UNAGAMAMT			N acetylglucosaminyldiphospho undecaprenol N acetyl beta D mannosaminyltransferase			{'h_c': 1.0, 'uacmam_c': -1.0, 'udp_c': 1.0, 'unaga_c': -1.0, 'unagama_c': 1.0}	uacmam_c + unaga_c --> h_c + udp_c + unagama_c	(0.0, 1000.0)	lp_0564	not in bigg						{}
iBT721	rea	UPPRT		UPPRT	uracil phosphoribosyltransferase			{'ppi_c': 1.0, 'prpp_c': -1.0, 'ump_c': 1.0, 'ura_c': -1.0}	prpp_c + ura_c --> ppi_c + ump_c	(0.0, 1000.0)	lp_2374	id in bigg(same)						{}
iBT721	rea	URAt2		URAt2	uracil transport in via proton symport			{'h_c': 1.0, 'h_e': -1.0, 'ura_c': 1.0, 'ura_e': -1.0}	h_e + ura_e --> h_c + ura_c	(0.0, 1000.0)	lp_2371	id in bigg(same)						{}
iBT721	rea	URIDK1	UMPK	UMPK	uridylate kinase UMP			{'adp_c': 1.0, 'atp_c': -1.0, 'udp_c': 1.0, 'ump_c': -1.0}	atp_c + ump_c --> adp_c + udp_c	(0.0, 1000.0)	lp_2053	id in old_bigg(same)	UMPK; UMPK_c; URIDK1				replaced_id(in_old_id)	{}
iBT721	rea	URIDK2	URIDK2r	URIDK2r	uridylate kinase dUMP			{'adp_c': 1.0, 'atp_c': -1.0, 'dudp_c': 1.0, 'dump_c': -1.0}	atp_c + dump_c --> adp_c + dudp_c	(0.0, 1000.0)	lp_2053	id in old_bigg(same)	DTMPK; DTMPK_c; URIDK2; URIDK2r; URIDK3				replaced_id(in_old_id)	{}
iBT721	rea	URIH		URIH	Uridine hydrolase			{'h2o_c': -1.0, 'rib__D_c': 1.0, 'ura_c': 1.0, 'uri_c': -1.0}	h2o_c + uri_c --> rib__D_c + ura_c	(0.0, 1000.0)	lp_3615	id in bigg(same)						{}
iBT721	rea	URIK1		URIK1	uridine kinase ATPUridine			{'adp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0, 'ump_c': 1.0, 'uri_c': -1.0}	atp_c + uri_c --> adp_c + h_c + ump_c	(0.0, 1000.0)	lp_1562	id in bigg(same)						{}
iBT721	rea	URIK2		URIK2	uridine kinase GTPUridine			{'gdp_c': 1.0, 'gtp_c': -1.0, 'h_c': 1.0, 'ump_c': 1.0, 'uri_c': -1.0}	gtp_c + uri_c --> gdp_c + h_c + ump_c	(0.0, 1000.0)	lp_1562	id in bigg(same)						{}
iBT721	rea	URIK3		URIK3	uridine kinase ITPUridine			{'h_c': 1.0, 'idp_c': 1.0, 'itp_c': -1.0, 'ump_c': 1.0, 'uri_c': -1.0}	itp_c + uri_c --> h_c + idp_c + ump_c	(0.0, 1000.0)	lp_1562	id in bigg(same)						{}
iBT721	rea	VALTA		VALTA	valine transaminase			{'3mob_c': 1.0, 'akg_c': -1.0, 'glu__L_c': 1.0, 'val__L_c': -1.0}	akg_c + val__L_c <=> 3mob_c + glu__L_c	(-1000.0, 1000.0)	lp_2390	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{}
iBT721	rea	VALTRS		VALTRS	Valyl tRNA synthetase			{'amp_c': 1.0, 'atp_c': -1.0, 'h_c': 1.0, 'ppi_c': 1.0, 'trnaval_c': -1.0, 'val__L_c': -1.0, 'valtrna_c': 1.0}	atp_c + trnaval_c + val__L_c --> amp_c + h_c + ppi_c + valtrna_c	(0.0, 1000.0)	lp_2322	id in bigg(mets different)		atp_c + trnaval_c + val__L_c --> amp_c + h_c + ppi_c + valtrna_c	atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c	[{'h_c'}, set()]	manual check	{}
iBT721	rea	VALabc		VALabc	L valine transport via ABC system			{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'val__L_c': 1.0, 'val__L_e': -1.0}	atp_c + h2o_c + val__L_e --> adp_c + h_c + pi_c + val__L_c	(0.0, 1000.0)	lp_2981 and lp_2982 and lp_2983 and lp_2984 and lp_2985	id in bigg(same)						{}
iBT721	rea	VALt2r		VALt2r	L-valine reversible transport via proton symport			{'h_c': 1.0, 'h_e': -1.0, 'val__L_c': 1.0, 'val__L_e': -1.0}	h_e + val__L_e <=> h_c + val__L_c	(-1000.0, 1000.0)		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{}
iBT721	rea	XANt2		XANt2	xanthine transport in via proton symport			{'h_c': 1.0, 'h_e': -1.0, 'xan_c': 1.0, 'xan_e': -1.0}	h_e + xan_e --> h_c + xan_c	(0.0, 1000.0)	lp_2710	id in bigg(same)						{}
iBT721	rea	XPPT		XPPT	xanthine phosphoribosyltransferase			{'ppi_c': 1.0, 'prpp_c': -1.0, 'xan_c': -1.0, 'xmp_c': 1.0}	prpp_c + xan_c --> ppi_c + xmp_c	(0.0, 1000.0)	lp_1139	id in bigg(same)						{}
iBT721	rea	XTSNH		XTSNH	Xanthosine hydrolase			{'h2o_c': -1.0, 'rib__D_c': 1.0, 'xan_c': 1.0, 'xtsn_c': -1.0}	h2o_c + xtsn_c --> rib__D_c + xan_c	(0.0, 1000.0)	lp_2591 or lp_2825 or lp_0363	id in bigg(same)						{}
iBT721	rea	YUMPS		YUMPS	yUMP synthetase			{'h2o_c': 1.0, 'psd5p_c': 1.0, 'r5p_c': -1.0, 'ura_c': -1.0}	r5p_c + ura_c <=> h2o_c + psd5p_c	(-1000.0, 1000.0)	lp_1781 or lp_2653 or lp_1076 or lp_1888 or lp_0963 or lp_1319 or lp_2032 or lp_2221	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)			{}
iBT721	rea	added_biomass_sink			added_biomass_sink			{'PROT_LPL_v60_c': -1.0}	PROT_LPL_v60_c --> 	(0.0, 1000.0)		not in bigg						{}
iBT721	rea	biomass_LPL60			biomass equation LPL specific			{'CPS_LPL2_c': -0.1294, 'DNA_LPL_c': -0.000617, 'LTA_LPL_c': -0.00013, 'MGD_c': -1e-05, 'PGlac2_c': -0.1462, 'PROT_LPL_v60_c': -0.00243, 'RNA_LPL_c': -0.002784, 'RTAglc_c': -0.01378, 'adp_c': 27.2, 'atp_c': -27.2, 'btn_c': -1e-05, 'clpn_LPL_c': -1.8e-05, 'coa_c': -0.0002, 'h2o_c': -27.2, 'h_c': 27.2, 'lyspg_LPL_c': -0.000164, 'nad_c': -0.002, 'pg_LPL_c': -0.000625, 'pi_c': 27.2, 'pydx5p_c': -1e-06, 'thf_c': -1e-05, 'thmpp_c': -1e-05, 'udcpdp_c': -0.0002}	0.1294 CPS_LPL2_c + 0.000617 DNA_LPL_c + 0.00013 LTA_LPL_c + 1e-05 MGD_c + 0.1462 PGlac2_c + 0.00243 PROT_LPL_v60_c + 0.002784 RNA_LPL_c + 0.01378 RTAglc_c + 27.2 atp_c + 1e-05 btn_c + 1.8e-05 clpn_LPL_c + 0.0002 coa_c + 27.2 h2o_c + 0.000164 lyspg_LPL_c + 0.002 nad_c + 0.000625 pg_LPL_c + 1e-06 pydx5p_c + 1e-05 thf_c + 1e-05 thmpp_c + 0.0002 udcpdp_c --> 27.2 adp_c + 27.2 h_c + 27.2 pi_c	(0.0, 1000.0)		not in bigg						{}
iBT721	rea	biomass_LPL_RETB_t576_NoATP			biomass equation LPL Retentostat B t576h No ATP costs			{'CPS_LPL2_c': -0.1294, 'DNA_LPL_c': -0.000596, 'LTA_LPL_c': -0.00013, 'MGD_c': -1e-05, 'PGlac2_c': -0.1462, 'PROT_LPL_v60_c': -0.001717, 'RNA_LPL_c': -0.002906, 'RTAglc_c': -0.01378, 'btn_c': -1e-05, 'clpn_LPL_c': -1.8e-05, 'coa_c': -0.0002, 'lyspg_LPL_c': -0.000164, 'nad_c': -0.002, 'pg_LPL_c': -0.000625, 'pydx5p_c': -1e-06, 'thf_c': -1e-05, 'thmpp_c': -1e-05, 'udcpdp_c': -0.0002}	0.1294 CPS_LPL2_c + 0.000596 DNA_LPL_c + 0.00013 LTA_LPL_c + 1e-05 MGD_c + 0.1462 PGlac2_c + 0.001717 PROT_LPL_v60_c + 0.002906 RNA_LPL_c + 0.01378 RTAglc_c + 1e-05 btn_c + 1.8e-05 clpn_LPL_c + 0.0002 coa_c + 0.000164 lyspg_LPL_c + 0.002 nad_c + 0.000625 pg_LPL_c + 1e-06 pydx5p_c + 1e-05 thf_c + 1e-05 thmpp_c + 0.0002 udcpdp_c --> 	(0.0, 1000.0)		not in bigg						{}
iBT721	rea	kaasIII		kaasIII	beta ketoacyl ACP synthase III			{'aaacp_c': 1.0, 'accoa_c': -1.0, 'co2_c': 1.0, 'coa_c': 1.0, 'h_c': -1.0, 'malacp_c': -1.0}	accoa_c + h_c + malacp_c --> aaacp_c + co2_c + coa_c	(0.0, 1000.0)	lp_0588 or lp_1671	id in bigg(same)						{}
iML1515	met	10fthf_c		10fthf_c	10-Formyltetrahydrofolate	C20H21N7O7	-2					id in bigg						{'bigg.metabolite': '10fthf', 'biocyc': 'META:10-FORMYL-THF', 'chebi': ['CHEBI:11304', 'CHEBI:15637', 'CHEBI:19108', 'CHEBI:19109', 'CHEBI:57454', 'CHEBI:698'], 'hmdb': 'HMDB00972', 'kegg.compound': 'C00234', 'metanetx.chemical': 'MNXM237', 'seed.compound': 'cpd00201'}
iML1515	met	12dgr120_c		12dgr120_c	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	C27H52O5	0					id in bigg						{'bigg.metabolite': '12dgr120', 'metanetx.chemical': 'MNXM4939'}
iML1515	met	12dgr120_p		12dgr120_p	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	C27H52O5	0					id in bigg						{'bigg.metabolite': '12dgr120', 'metanetx.chemical': 'MNXM4939'}
iML1515	met	12dgr140_c		12dgr140_c	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5	0					id in bigg						{'bigg.metabolite': '12dgr140', 'metanetx.chemical': 'MNXM146479'}
iML1515	met	12dgr140_p		12dgr140_p	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5	0					id in bigg						{'bigg.metabolite': '12dgr140', 'metanetx.chemical': 'MNXM146479'}
iML1515	met	12dgr141_c		12dgr141_c	1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)	C31H56O5	0					id in bigg						{'bigg.metabolite': '12dgr141', 'metanetx.chemical': 'MNXM4940'}
iML1515	met	12dgr141_p		12dgr141_p	1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)	C31H56O5	0					id in bigg						{'bigg.metabolite': '12dgr141', 'metanetx.chemical': 'MNXM4940'}
iML1515	met	12dgr160_c		12dgr160_c	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)	C35H68O5	0					id in bigg						{'bigg.metabolite': '12dgr160', 'metanetx.chemical': 'MNXM3132'}
iML1515	met	12dgr160_p		12dgr160_p	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)	C35H68O5	0					id in bigg						{'bigg.metabolite': '12dgr160', 'metanetx.chemical': 'MNXM3132'}
iML1515	met	12dgr161_c		12dgr161_c	1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)	C35H64O5	0					id in bigg						{'bigg.metabolite': '12dgr161', 'metanetx.chemical': 'MNXM3774'}
iML1515	met	12dgr161_p		12dgr161_p	1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)	C35H64O5	0					id in bigg						{'bigg.metabolite': '12dgr161', 'metanetx.chemical': 'MNXM3774'}
iML1515	met	12dgr180_c		12dgr180_c	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	C39H76O5	0					id in bigg						{'bigg.metabolite': '12dgr180', 'metanetx.chemical': 'MNXM4217'}
iML1515	met	12dgr180_p		12dgr180_p	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	C39H76O5	0					id in bigg						{'bigg.metabolite': '12dgr180', 'metanetx.chemical': 'MNXM4217'}
iML1515	met	12dgr181_c		12dgr181_c	1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)	C39H72O5	0					id in bigg						{'bigg.metabolite': '12dgr181', 'metanetx.chemical': 'MNXM3775'}
iML1515	met	12dgr181_p		12dgr181_p	1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)	C39H72O5	0					id in bigg						{'bigg.metabolite': '12dgr181', 'metanetx.chemical': 'MNXM3775'}
iML1515	met	12ppd__R_c		12ppd__R_c	(R)-Propane-1,2-diol	C3H8O2	0					id in bigg						{'bigg.metabolite': '12ppd__R', 'biocyc': 'META:CPD-8891', 'chebi': ['CHEBI:18705', 'CHEBI:28972', 'CHEBI:352', 'CHEBI:44863'], 'kegg.compound': 'C02912', 'metanetx.chemical': 'MNXM90191', 'seed.compound': 'cpd01861'}
iML1515	met	12ppd__R_e		12ppd__R_e	(R)-Propane-1,2-diol	C3H8O2	0					id in bigg						{'bigg.metabolite': '12ppd__R', 'biocyc': 'META:CPD-8891', 'chebi': ['CHEBI:18705', 'CHEBI:28972', 'CHEBI:352', 'CHEBI:44863'], 'kegg.compound': 'C02912', 'metanetx.chemical': 'MNXM90191', 'seed.compound': 'cpd01861'}
iML1515	met	12ppd__R_p		12ppd__R_p	(R)-Propane-1,2-diol	C3H8O2	0					id in bigg						{'bigg.metabolite': '12ppd__R', 'biocyc': 'META:CPD-8891', 'chebi': ['CHEBI:18705', 'CHEBI:28972', 'CHEBI:352', 'CHEBI:44863'], 'kegg.compound': 'C02912', 'metanetx.chemical': 'MNXM90191', 'seed.compound': 'cpd01861'}
iML1515	met	12ppd__S_c		12ppd__S_c	(S)-Propane-1,2-diol	C3H8O2	0					id in bigg						{'bigg.metabolite': '12ppd__S', 'biocyc': 'META:PROPANE-1-2-DIOL', 'chebi': ['CHEBI:18799', 'CHEBI:29002', 'CHEBI:440', 'CHEBI:45065'], 'hmdb': 'HMDB06213', 'kegg.compound': 'C02917', 'metanetx.chemical': 'MNXM1255', 'seed.compound': 'cpd19024'}
iML1515	met	12ppd__S_e		12ppd__S_e	(S)-Propane-1,2-diol	C3H8O2	0					id in bigg						{'bigg.metabolite': '12ppd__S', 'biocyc': 'META:PROPANE-1-2-DIOL', 'chebi': ['CHEBI:18799', 'CHEBI:29002', 'CHEBI:440', 'CHEBI:45065'], 'hmdb': 'HMDB06213', 'kegg.compound': 'C02917', 'metanetx.chemical': 'MNXM1255', 'seed.compound': 'cpd19024'}
iML1515	met	12ppd__S_p		12ppd__S_p	(S)-Propane-1,2-diol	C3H8O2	0					id in bigg						{'bigg.metabolite': '12ppd__S', 'biocyc': 'META:PROPANE-1-2-DIOL', 'chebi': ['CHEBI:18799', 'CHEBI:29002', 'CHEBI:440', 'CHEBI:45065'], 'hmdb': 'HMDB06213', 'kegg.compound': 'C02917', 'metanetx.chemical': 'MNXM1255', 'seed.compound': 'cpd19024'}
iML1515	met	13dpg_c		13dpg_c	3-Phospho-D-glyceroyl phosphate	C3H4O10P2	-4					id in bigg						{'bigg.metabolite': '13dpg', 'biocyc': 'META:DPG', 'chebi': ['CHEBI:11881', 'CHEBI:16001', 'CHEBI:1658', 'CHEBI:20189', 'CHEBI:57604'], 'hmdb': 'HMDB62758', 'kegg.compound': 'C00236', 'metanetx.chemical': 'MNXM261', 'seed.compound': 'cpd00203'}
iML1515	met	13ppd_c		13ppd_c	1,3-Propanediol	C3H8O2	0					id in bigg						{'bigg.metabolite': '13ppd', 'biocyc': 'META:CPD-347', 'chebi': ['CHEBI:14902', 'CHEBI:16109', 'CHEBI:26286', 'CHEBI:44868', 'CHEBI:8471'], 'kegg.compound': 'C02457', 'metanetx.chemical': 'MNXM2861', 'seed.compound': 'cpd01618'}
iML1515	met	14dhncoa_c		14dhncoa_c	1,4-dihydroxy-2-napthoyl-CoA	C32H38N7O19P3S	-4					id in bigg						{'bigg.metabolite': '14dhncoa', 'metanetx.chemical': 'MNXM147663'}
iML1515	met	14glucan_c		14glucan_c	1,4-alpha-D-glucan	C36H62O31	0					id in bigg						{'bigg.metabolite': '14glucan', 'biocyc': 'META:1-4-alpha-D-Glucan', 'metanetx.chemical': 'MNXM2905', 'seed.compound': 'cpd21754'}
iML1515	met	14glucan_e		14glucan_e	1,4-alpha-D-glucan	C36H62O31	0					id in bigg						{'bigg.metabolite': '14glucan', 'biocyc': 'META:1-4-alpha-D-Glucan', 'metanetx.chemical': 'MNXM2905', 'seed.compound': 'cpd21754'}
iML1515	met	14glucan_p		14glucan_p	1,4-alpha-D-glucan	C36H62O31	0					id in bigg						{'bigg.metabolite': '14glucan', 'biocyc': 'META:1-4-alpha-D-Glucan', 'metanetx.chemical': 'MNXM2905', 'seed.compound': 'cpd21754'}
iML1515	met	15dap_c		15dap_c	1,5-Diaminopentane	C5H16N2	2					id in bigg						{'bigg.metabolite': '15dap', 'biocyc': 'META:CADAVERINE', 'chebi': ['CHEBI:13928', 'CHEBI:18127', 'CHEBI:22974', 'CHEBI:3288', 'CHEBI:44370', 'CHEBI:58384'], 'hmdb': 'HMDB02322', 'kegg.compound': 'C01672', 'metanetx.chemical': 'MNXM943', 'seed.compound': 'cpd01155'}
iML1515	met	15dap_e		15dap_e	1,5-Diaminopentane	C5H16N2	2					id in bigg						{'bigg.metabolite': '15dap', 'biocyc': 'META:CADAVERINE', 'chebi': ['CHEBI:13928', 'CHEBI:18127', 'CHEBI:22974', 'CHEBI:3288', 'CHEBI:44370', 'CHEBI:58384'], 'hmdb': 'HMDB02322', 'kegg.compound': 'C01672', 'metanetx.chemical': 'MNXM943', 'seed.compound': 'cpd01155'}
iML1515	met	15dap_p		15dap_p	1,5-Diaminopentane	C5H16N2	2					id in bigg						{'bigg.metabolite': '15dap', 'biocyc': 'META:CADAVERINE', 'chebi': ['CHEBI:13928', 'CHEBI:18127', 'CHEBI:22974', 'CHEBI:3288', 'CHEBI:44370', 'CHEBI:58384'], 'hmdb': 'HMDB02322', 'kegg.compound': 'C01672', 'metanetx.chemical': 'MNXM943', 'seed.compound': 'cpd01155'}
iML1515	met	1agpe120_p		1agpe120_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	C17H36NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe120', 'biocyc': 'META:CPD0-2148', 'lipidmaps': 'LMGP02050005', 'metanetx.chemical': 'MNXM32692', 'seed.compound': 'cpd26432'}
iML1515	met	1agpe140_p		1agpe140_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe140', 'biocyc': 'META:CPD0-2147', 'chebi': ['CHEBI:84299', 'CHEBI:85215'], 'hmdb': 'HMDB11500', 'lipidmaps': 'LMGP02050003', 'metanetx.chemical': 'MNXM32693', 'seed.compound': 'cpd26431'}
iML1515	met	1agpe141_p		1agpe141_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	C19H38NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe141', 'metanetx.chemical': 'MNXM6599'}
iML1515	met	1agpe160_p		1agpe160_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	C21H44NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe160', 'biocyc': 'META:CPD-8353', 'chebi': ['CHEBI:73004', 'CHEBI:73134'], 'hmdb': 'HMDB11503', 'lipidmaps': 'LMGP02050002', 'metanetx.chemical': 'MNXM32511', 'seed.compound': 'cpd25195'}
iML1515	met	1agpe161_p		1agpe161_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	C21H42NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe161', 'metanetx.chemical': 'MNXM6601'}
iML1515	met	1agpe180_p		1agpe180_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	C23H48NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe180', 'biocyc': 'META:CPD0-2152', 'chebi': ['CHEBI:75036', 'CHEBI:83047'], 'hmdb': 'HMDB11130', 'kegg.compound': 'C21484', 'lipidmaps': 'LMGP02050001', 'metanetx.chemical': 'MNXM32694', 'seed.compound': 'cpd26433'}
iML1515	met	1agpe181_p		1agpe181_p	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	C23H46NO7P1	0					id in bigg						{'bigg.metabolite': '1agpe181', 'metanetx.chemical': 'MNXM9584'}
iML1515	met	1agpg120_p		1agpg120_p	1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	C18H36O9P1	-1					id in bigg						{'bigg.metabolite': '1agpg120', 'biocyc': 'META:CPD0-2144', 'lipidmaps': 'LMGP04050011', 'metanetx.chemical': 'MNXM32695', 'seed.compound': 'cpd26430'}
iML1515	met	1agpg140_p		1agpg140_p	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	C20H40O9P1	-1					id in bigg						{'bigg.metabolite': '1agpg140', 'biocyc': 'META:CPD0-2143', 'chebi': ['CHEBI:72826', 'CHEBI:73092'], 'lipidmaps': 'LMGP04050012', 'metanetx.chemical': 'MNXM6603', 'seed.compound': 'cpd26429'}
iML1515	met	1agpg141_p		1agpg141_p	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	C20H38O9P1	-1					id in bigg						{'bigg.metabolite': '1agpg141', 'metanetx.chemical': 'MNXM6604'}
