,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature_tp,feature_bigg,other
240,rea,PYNP4,PYNP4,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
241,rea,PYRt2,PYRt2,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
242,rea,RPE,RPE,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
243,rea,RPI,RPI,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
244,rea,S7PI_1,S7PI_1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
245,rea,SERAT,SERAT,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
246,rea,SERt2r,SERt2r,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
247,rea,SHK3Dr,SHK3Dr,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
248,rea,SUCCt2r,SUCCt2r,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
249,rea,SUCD1,SUCD1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
250,rea,TDPDRE,TDPDRE,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
251,rea,TDPDRR_1,TDPDRR_1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
252,rea,THFGLUS,THFGLUS,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
253,rea,THRA,THRA,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
254,rea,TKT1,TKT1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
255,rea,TKT2,TKT2,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
256,rea,TMDPP,TMDPP,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
257,rea,TMPK,TMPK,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
258,rea,TPI,TPI,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
259,rea,TRPTA,TRPTA,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
260,rea,TRPt2r,TRPt2r,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
261,rea,TYRt2r,TYRt2r,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
262,rea,UDPG4E,UDPG4E,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
263,rea,UDPGD,UDPGD,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
264,rea,VALTA,VALTA,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
265,rea,XYLI1,XYLI1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
266,rea,XYLI2,XYLI2,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
267,rea,araphe1,araphe1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
268,rea,araphe2,araphe2,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
269,rea,araphe3,araphe3,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
270,rea,aratry1,aratry1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
271,rea,aratry2,aratry2,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
272,rea,aratyr1,aratyr1,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
273,rea,aratyr2,aratyr2,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
274,rea,aratyr3,aratyr3,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
275,rea,aratyr4,aratyr4,id in bigg(bounds different),,"(-1000.0, 1000.0)","(0.0, 1000.0)",
276,rea,2H3MBt,2H3MBt,id in bigg(same),,,,
277,rea,2H3MPt,2H3MPt,id in bigg(same),,,,
278,rea,3MOPDC,3MOPDC,id in bigg(same),,,,
279,rea,AB6PGH,AB6PGH,id in bigg(same),,,,
280,rea,ACCOAC,ACCOAC,id in bigg(same),,,,
281,rea,ACGALpts,ACGALpts,id in bigg(same),,,,
282,rea,ACGAMT,ACGAMT,id in bigg(same),,,,
283,rea,ACGApts,ACGApts,id in bigg(same),,,,
284,rea,ACGK,ACGK,id in bigg(same),,,,
285,rea,ACHBS,ACHBS,id in bigg(same),,,,
286,rea,ACKILE,ACKILE,id in bigg(same),,,,
287,rea,ACKLEU,ACKLEU,id in bigg(same),,,,
288,rea,ACKVAL,ACKVAL,id in bigg(same),,,,
289,rea,ACLDC,ACLDC,id in bigg(same),,,,
290,rea,ACLS,ACLS,id in bigg(same),,,,
291,rea,ACMANApts,ACMANApts,id in bigg(same),,,,
292,rea,ACODA_1,ACODA_1,id in bigg(same),,,,
293,rea,ACPS2,ACPS2,id in bigg(same),,,,
294,rea,ACPSc,ACPSc,id in bigg(same),,,,
295,rea,ADA,ADA,id in bigg(same),,,,
296,rea,ADCL,ADCL,id in bigg(same),,,,
297,rea,ADCS,ADCS,id in bigg(same),,,,
298,rea,ADPDS,ADPDS,id in bigg(same),,,,
299,rea,ADPRDP,ADPRDP,id in bigg(same),,,,
300,rea,ADPT,ADPT,id in bigg(same),,,,
301,rea,ADSL1r,ADSL1r,id in bigg(same),,,,
302,rea,ADSL2r,ADSL2r,id in bigg(same),,,,
303,rea,ADSS,ADSS,id in bigg(same),,,,
304,rea,AEPabc,AEPabc,id in bigg(same),,,,
305,rea,AGAT_LLA,AGAT_LLA,id in bigg(same),,,,
306,rea,AGDC,AGDC,id in bigg(same),,,,
307,rea,AHCYSNS,AHCYSNS,id in bigg(same),,,,
308,rea,AHMMPS_1,AHMMPS_1,id in bigg(same),,,,
309,rea,AIRCr,AIRCr,id in bigg(same),,,,
310,rea,ALATRS_1,ALATRS_1,id in bigg(same),,,,
311,rea,ALKP,ALKP,id in bigg(same),,,,
312,rea,ALOX,ALOX,id in bigg(same),,,,
313,rea,AMALT1,AMALT1,id in bigg(same),,,,
314,rea,AMALT2,AMALT2,id in bigg(same),,,,
315,rea,AMALT3,AMALT3,id in bigg(same),,,,
316,rea,AMALT4,AMALT4,id in bigg(same),,,,
317,rea,AMANAPEr,AMANAPEr,id in bigg(same),,,,
318,rea,AMMQT8_2,AMMQT8_2,id in bigg(same),,,,
319,rea,ANPRT,ANPRT,id in bigg(same),,,,
320,rea,ANS,ANS,id in bigg(same),,,,
321,rea,APRAUR,APRAUR,id in bigg(same),,,,
322,rea,ARGDI_1,ARGDI_1,id in bigg(same),,,,
323,rea,ARGSS,ARGSS,id in bigg(same),,,,
324,rea,ARGTRS_1,ARGTRS_1,id in bigg(same),,,,
325,rea,ARGabc,ARGabc,id in bigg(same),,,,
326,rea,ARGt2r,ARGt2r,id in bigg(same),,,,
327,rea,ASNN,ASNN,id in bigg(same),,,,
328,rea,ASNS1,ASNS1,id in bigg(same),,,,
329,rea,ASNTRS_1,ASNTRS_1,id in bigg(same),,,,
330,rea,ASNt2r,ASNt2r,id in bigg(same),,,,
331,rea,ASPCT,ASPCT,id in bigg(same),,,,
332,rea,ASPTRS_1,ASPTRS_1,id in bigg(same),,,,
333,rea,ASPt2r,ASPt2r,id in bigg(same),,,,
334,rea,ATPM,ATPM,id in bigg(same),,,,
335,rea,ATPPRT,ATPPRT,id in bigg(same),,,,
336,rea,BGLA1,BGLA1,id in bigg(same),,,,
337,rea,BG_CELLB,BG_CELLB,id in bigg(same),,,,
338,rea,BIOMASS_LLA,BIOMASS_LLA,id in bigg(same),,,,
339,rea,BTMAT1,BTMAT1,id in bigg(same),,,,
340,rea,CBPS,CBPS,id in bigg(same),,,,
341,rea,CELBpts,CELBpts,id in bigg(same),,,,
342,rea,CFAS180,CFAS180,id in bigg(same),,,,
343,rea,CGPT,CGPT,id in bigg(same),,,,
344,rea,CHITN1,CHITN1,id in bigg(same),,,,
345,rea,CHLabc,CHLabc,id in bigg(same),,,,
346,rea,CHORM,CHORM,id in bigg(same),,,,
347,rea,CHORS,CHORS,id in bigg(same),,,,
348,rea,CMLDC,CMLDC,id in bigg(same),,,,
349,rea,CPPPGO,CPPPGO,id in bigg(same),,,,
350,rea,CRPT_25,CRPT_25,id in bigg(same),,,,
351,rea,CS,CS,id in bigg(same),,,,
352,rea,CSND,CSND,id in bigg(same),,,,
353,rea,CTPS1,CTPS1,id in bigg(same),,,,
354,rea,CTPS2,CTPS2,id in bigg(same),,,,
355,rea,CYSDS,CYSDS,id in bigg(same),,,,
356,rea,CYSS,CYSS,id in bigg(same),,,,
357,rea,CYSTGL,CYSTGL,id in bigg(same),,,,
358,rea,CYSTL,CYSTL,id in bigg(same),,,,
359,rea,CYSTRS_1,CYSTRS_1,id in bigg(same),,,,
360,rea,CYSt2r,CYSt2r,id in bigg(same),,,,
361,rea,CYTD,CYTD,id in bigg(same),,,,
362,rea,CYTDK1,CYTDK1,id in bigg(same),,,,
363,rea,CYTDK2,CYTDK2,id in bigg(same),,,,
364,rea,DADA,DADA,id in bigg(same),,,,
365,rea,DADNK,DADNK,id in bigg(same),,,,
366,rea,DAGGT_LLA,DAGGT_LLA,id in bigg(same),,,,
367,rea,DAGK_LLA,DAGK_LLA,id in bigg(same),,,,
368,rea,DALTAL_LLA,DALTAL_LLA,id in bigg(same),,,,
369,rea,DAPDC,DAPDC,id in bigg(same),,,,
370,rea,DB4PS,DB4PS,id in bigg(same),,,,
371,rea,DCMPDA_1,DCMPDA_1,id in bigg(same),,,,
372,rea,DCYTD,DCYTD,id in bigg(same),,,,
373,rea,DDMAT5,DDMAT5,id in bigg(same),,,,
374,rea,DDPA,DDPA,id in bigg(same),,,,
375,rea,DEMAT4,DEMAT4,id in bigg(same),,,,
376,rea,DGNSK,DGNSK,id in bigg(same),,,,
377,rea,DHAD1,DHAD1,id in bigg(same),,,,
378,rea,DHAD2,DHAD2,id in bigg(same),,,,
379,rea,DHAPT,DHAPT,id in bigg(same),,,,
380,rea,DHDPRy,DHDPRy,id in bigg(same),,,,
381,rea,DHDPS,DHDPS,id in bigg(same),,,,
382,rea,DHFS,DHFS,id in bigg(same),,,,
383,rea,DHNAOT_1,DHNAOT_1,id in bigg(same),,,,
384,rea,DHNPA_1,DHNPA_1,id in bigg(same),,,,
385,rea,DHPPDA,DHPPDA,id in bigg(same),,,,
386,rea,DHQS,DHQS,id in bigg(same),,,,
387,rea,DINSK,DINSK,id in bigg(same),,,,
388,rea,DMATT,DMATT,id in bigg(same),,,,
389,rea,DNAS_LLA,DNAS_LLA,id in bigg(same),,,,
390,rea,DPCOAK,DPCOAK,id in bigg(same),,,,
391,rea,DPMVD,DPMVD,id in bigg(same),,,,
392,rea,DRBK,DRBK,id in bigg(same),,,,
393,rea,DRIBt2,DRIBt2,id in bigg(same),,,,
394,rea,DRPA,DRPA,id in bigg(same),,,,
395,rea,DURIK1,DURIK1,id in bigg(same),,,,
396,rea,DUTPDP,DUTPDP,id in bigg(same),,,,
397,rea,DXPS,DXPS,id in bigg(same),,,,
398,rea,EDA,EDA,id in bigg(same),,,,
399,rea,EX_2aeppn_e,EX_2aeppn_e,id in bigg(same),,,,
400,rea,EX_2h3mb_e,EX_2h3mb_e,id in bigg(same),,,,
401,rea,EX_2h3mp_e,EX_2h3mp_e,id in bigg(same),,,,
402,rea,EX_2hxic__L_e,EX_2hxic__L_e,id in bigg(same),,,,
403,rea,EX_2mba_e,EX_2mba_e,id in bigg(same),,,,
404,rea,EX_2mbald_e,EX_2mbald_e,id in bigg(same),,,,
405,rea,EX_2mpa_e,EX_2mpa_e,id in bigg(same),,,,
406,rea,EX_3mba_e,EX_3mba_e,id in bigg(same),,,,
407,rea,EX_3mbal_e,EX_3mbal_e,id in bigg(same),,,,
408,rea,EX_4abut_e,EX_4abut_e,id in bigg(same),,,,
409,rea,EX_acald_e,EX_acald_e,id in bigg(same),,,,
410,rea,EX_acgala_e,EX_acgala_e,id in bigg(same),,,,
411,rea,EX_acgam_e,EX_acgam_e,id in bigg(same),,,,
412,rea,EX_acmana_e,EX_acmana_e,id in bigg(same),,,,
413,rea,EX_actn__R_e,EX_actn__R_e,id in bigg(same),,,,
414,rea,EX_akg_e,EX_akg_e,id in bigg(same),,,,
415,rea,EX_ala__D_e,EX_ala__D_e,id in bigg(same),,,,
416,rea,EX_asn__L_e,EX_asn__L_e,id in bigg(same),,,,
417,rea,EX_btd_RR_e,EX_btd_RR_e,id in bigg(same),,,,
418,rea,EX_bzal_e,EX_bzal_e,id in bigg(same),,,,
419,rea,EX_cellb_e,EX_cellb_e,id in bigg(same),,,,
420,rea,EX_ch4s_e,EX_ch4s_e,id in bigg(same),,,,
421,rea,EX_chol_e,EX_chol_e,id in bigg(same),,,,
422,rea,EX_cit_e,EX_cit_e,id in bigg(same),,,,
423,rea,EX_dha_e,EX_dha_e,id in bigg(same),,,,
424,rea,EX_diact_e,EX_diact_e,id in bigg(same),,,,
425,rea,EX_drib_e,EX_drib_e,id in bigg(same),,,,
426,rea,EX_fol_e,EX_fol_e,id in bigg(same),,,,
427,rea,EX_fru_e,EX_fru_e,id in bigg(same),,,,
428,rea,EX_gal_e,EX_gal_e,id in bigg(same),,,,
429,rea,EX_galt_e,EX_galt_e,id in bigg(same),,,,
430,rea,EX_gcald_e,EX_gcald_e,id in bigg(same),,,,
431,rea,EX_glcn__D_e,EX_glcn__D_e,id in bigg(same),,,,
432,rea,EX_gln__L_e,EX_gln__L_e,id in bigg(same),,,,
433,rea,EX_glyb_e,EX_glyb_e,id in bigg(same),,,,
434,rea,EX_glyc3p_e,EX_glyc3p_e,id in bigg(same),,,,
435,rea,EX_glyc_e,EX_glyc_e,id in bigg(same),,,,
436,rea,EX_h2s_e,EX_h2s_e,id in bigg(same),,,,
437,rea,EX_hxan_e,EX_hxan_e,id in bigg(same),,,,
438,rea,EX_lcts_e,EX_lcts_e,id in bigg(same),,,,
439,rea,EX_mal__L_e,EX_mal__L_e,id in bigg(same),,,,
440,rea,EX_malt_e,EX_malt_e,id in bigg(same),,,,
441,rea,EX_man_e,EX_man_e,id in bigg(same),,,,
442,rea,EX_met__D_e,EX_met__D_e,id in bigg(same),,,,
443,rea,EX_mnl_e,EX_mnl_e,id in bigg(same),,,,
444,rea,EX_nmn_e,EX_nmn_e,id in bigg(same),,,,
445,rea,EX_o2_e,EX_o2_e,id in bigg(same),,,,
446,rea,EX_pacald_e,EX_pacald_e,id in bigg(same),,,,
447,rea,EX_pea_e,EX_pea_e,id in bigg(same),,,,
448,rea,EX_ppi_e,EX_ppi_e,id in bigg(same),,,,
449,rea,EX_ptrc_e,EX_ptrc_e,id in bigg(same),,,,
450,rea,EX_pyr_e,EX_pyr_e,id in bigg(same),,,,
451,rea,EX_rib__D_e,EX_rib__D_e,id in bigg(same),,,,
452,rea,EX_sbt__D_e,EX_sbt__D_e,id in bigg(same),,,,
453,rea,EX_ser__D_e,EX_ser__D_e,id in bigg(same),,,,
454,rea,EX_so4_e,EX_so4_e,id in bigg(same),,,,
455,rea,EX_spmd_e,EX_spmd_e,id in bigg(same),,,,
456,rea,EX_succ_e,EX_succ_e,id in bigg(same),,,,
457,rea,EX_sucr_e,EX_sucr_e,id in bigg(same),,,,
458,rea,EX_tre_e,EX_tre_e,id in bigg(same),,,,
459,rea,FBP,FBP,id in bigg(same),,,,
460,rea,FE2abc,FE2abc,id in bigg(same),,,,
461,rea,FE3abc,FE3abc,id in bigg(same),,,,
462,rea,FLVR_1,FLVR_1,id in bigg(same),,,,
463,rea,FMETDF,FMETDF,id in bigg(same),,,,
464,rea,FMETTRS_1,FMETTRS_1,id in bigg(same),,,,
465,rea,FMNAT,FMNAT,id in bigg(same),,,,
466,rea,FOLD3,FOLD3,id in bigg(same),,,,
467,rea,FRUK,FRUK,id in bigg(same),,,,
468,rea,FRUpts,FRUpts,id in bigg(same),,,,
469,rea,FTHFCL_1,FTHFCL_1,id in bigg(same),,,,
470,rea,FTHFLi,FTHFLi,id in bigg(same),,,,
471,rea,G1PACT,G1PACT,id in bigg(same),,,,
472,rea,G1PTMT,G1PTMT,id in bigg(same),,,,
473,rea,G3PCT,G3PCT,id in bigg(same),,,,
474,rea,G5SD,G5SD,id in bigg(same),,,,
475,rea,G6PDA,G6PDA,id in bigg(same),,,,
476,rea,GALK2,GALK2,id in bigg(same),,,,
477,rea,GALTAL,GALTAL,id in bigg(same),,,,
478,rea,GALTpts,GALTpts,id in bigg(same),,,,
479,rea,GALt2,GALt2,id in bigg(same),,,,
480,rea,GAT1_LLA,GAT1_LLA,id in bigg(same),,,,
481,rea,GF6PTA,GF6PTA,id in bigg(same),,,,
482,rea,GLCP,GLCP,id in bigg(same),,,,
483,rea,GLCS1,GLCS1,id in bigg(same),,,,
484,rea,GLCpts,GLCpts,id in bigg(same),,,,
485,rea,GLGC,GLGC,id in bigg(same),,,,
486,rea,GLNS,GLNS,id in bigg(same),,,,
487,rea,GLNTRS2,GLNTRS2,id in bigg(same),,,,
488,rea,GLNabc,GLNabc,id in bigg(same),,,,
489,rea,GLU5K,GLU5K,id in bigg(same),,,,
490,rea,GLUDC,GLUDC,id in bigg(same),,,,
491,rea,GLUPRT,GLUPRT,id in bigg(same),,,,
492,rea,GLUSy,GLUSy,id in bigg(same),,,,
493,rea,GLUTRS2,GLUTRS2,id in bigg(same),,,,
494,rea,GLUTRS_2,GLUTRS_2,id in bigg(same),,,,
495,rea,GLUabc,GLUabc,id in bigg(same),,,,
496,rea,GLYBabc,GLYBabc,id in bigg(same),,,,
497,rea,GLYC3Pt6,GLYC3Pt6,id in bigg(same),,,,
498,rea,GLYK,GLYK,id in bigg(same),,,,
499,rea,GLYTRS_1,GLYTRS_1,id in bigg(same),,,,
500,rea,GMPR,GMPR,id in bigg(same),,,,
501,rea,GMPS2,GMPS2,id in bigg(same),,,,
502,rea,GND,GND,id in bigg(same),,,,
503,rea,GNKr,GNKr,id in bigg(same),,,,
504,rea,GPDDA1,GPDDA1,id in bigg(same),,,,
505,rea,GPDDA2,GPDDA2,id in bigg(same),,,,
506,rea,GPDDA3,GPDDA3,id in bigg(same),,,,
507,rea,GPDDA4,GPDDA4,id in bigg(same),,,,
508,rea,GPDDA5,GPDDA5,id in bigg(same),,,,
509,rea,GRTT,GRTT,id in bigg(same),,,,
510,rea,GTPCI,GTPCI,id in bigg(same),,,,
511,rea,GTPCII,GTPCII,id in bigg(same),,,,
512,rea,GTPDPK,GTPDPK,id in bigg(same),,,,
513,rea,GUAPRT,GUAPRT,id in bigg(same),,,,
514,rea,GUAt2r,GUAt2r,id in bigg(same),,,,
515,rea,HARAAT,HARAAT,id in bigg(same),,,,
516,rea,HBUHL1,HBUHL1,id in bigg(same),,,,
517,rea,HBUR1,HBUR1,id in bigg(same),,,,
518,rea,HCYSMT,HCYSMT,id in bigg(same),,,,
519,rea,HDDHL5,HDDHL5,id in bigg(same),,,,
520,rea,HDDR5,HDDR5,id in bigg(same),,,,
521,rea,HDEHL4,HDEHL4,id in bigg(same),,,,
522,rea,HDER4,HDER4,id in bigg(same),,,,
523,rea,HDMAT7,HDMAT7,id in bigg(same),,,,
524,rea,HEMAT2,HEMAT2,id in bigg(same),,,,
525,rea,HETZK,HETZK,id in bigg(same),,,,
526,rea,HEX1,HEX1,id in bigg(same),,,,
527,rea,HEX7,HEX7,id in bigg(same),,,,
528,rea,HHDHL7,HHDHL7,id in bigg(same),,,,
529,rea,HHDR7,HHDR7,id in bigg(same),,,,
530,rea,HHYHL2,HHYHL2,id in bigg(same),,,,
531,rea,HHYR2,HHYR2,id in bigg(same),,,,
532,rea,HIBD,HIBD,id in bigg(same),,,,
533,rea,HISTD,HISTD,id in bigg(same),,,,
534,rea,HISTP,HISTP,id in bigg(same),,,,
535,rea,HISTRS_1,HISTRS_1,id in bigg(same),,,,
536,rea,HISt2r,HISt2r,id in bigg(same),,,,
537,rea,HMPK1,HMPK1,id in bigg(same),,,,
538,rea,HOCHL3,HOCHL3,id in bigg(same),,,,
539,rea,HOCR3,HOCR3,id in bigg(same),,,,
540,rea,HODHL8,HODHL8,id in bigg(same),,,,
541,rea,HODR8,HODR8,id in bigg(same),,,,
542,rea,HPPK,HPPK,id in bigg(same),,,,
543,rea,HSK,HSK,id in bigg(same),,,,
544,rea,HSST,HSST,id in bigg(same),,,,
545,rea,HSTPTr,HSTPTr,id in bigg(same),,,,
546,rea,HTDHL6,HTDHL6,id in bigg(same),,,,
547,rea,HTDR6,HTDR6,id in bigg(same),,,,
548,rea,HXANt2r,HXANt2r,id in bigg(same),,,,
549,rea,HXPRT,HXPRT,id in bigg(same),,,,
550,rea,IG3PS_1,IG3PS_1,id in bigg(same),,,,
551,rea,IGPDH_1,IGPDH_1,id in bigg(same),,,,
552,rea,IGPS,IGPS,id in bigg(same),,,,
553,rea,ILETRS_1,ILETRS_1,id in bigg(same),,,,
554,rea,IMPD,IMPD,id in bigg(same),,,,
555,rea,ITCY,ITCY,id in bigg(same),,,,
556,rea,LACZ,LACZ,id in bigg(same),,,,
557,rea,LEUTRS_1,LEUTRS_1,id in bigg(same),,,,
558,rea,LPGS_LLA,LPGS_LLA,id in bigg(same),,,,
559,rea,LTAS_LLA,LTAS_LLA,id in bigg(same),,,,
560,rea,LYSTRS_1,LYSTRS_1,id in bigg(same),,,,
561,rea,MACPMT,MACPMT,id in bigg(same),,,,
562,rea,MALLAC,MALLAC,id in bigg(same),,,,
563,rea,MALT,MALT,id in bigg(same),,,,
564,rea,MALTATr,MALTATr,id in bigg(same),,,,
565,rea,MALTabc,MALTabc,id in bigg(same),,,,
566,rea,MALt2r,MALt2r,id in bigg(same),,,,
567,rea,MANpts,MANpts,id in bigg(same),,,,
568,rea,MCMAT2,MCMAT2,id in bigg(same),,,,
569,rea,MCMAT3,MCMAT3,id in bigg(same),,,,
570,rea,MCMAT4,MCMAT4,id in bigg(same),,,,
571,rea,MCMAT5,MCMAT5,id in bigg(same),,,,
572,rea,MCMAT6,MCMAT6,id in bigg(same),,,,
573,rea,MCMAT7,MCMAT7,id in bigg(same),,,,
574,rea,MCMAT8,MCMAT8,id in bigg(same),,,,
575,rea,METAT,METAT,id in bigg(same),,,,
576,rea,METB1,METB1,id in bigg(same),,,,
577,rea,METDabc,METDabc,id in bigg(same),,,,
578,rea,METGL,METGL,id in bigg(same),,,,
579,rea,METS,METS,id in bigg(same),,,,
580,rea,METTRS_1,METTRS_1,id in bigg(same),,,,
581,rea,METabc,METabc,id in bigg(same),,,,
582,rea,METt2r,METt2r,id in bigg(same),,,,
583,rea,MEVK1,MEVK1,id in bigg(same),,,,
584,rea,MHPGLUT,MHPGLUT,id in bigg(same),,,,
585,rea,MI1PP,MI1PP,id in bigg(same),,,,
586,rea,MNLpts,MNLpts,id in bigg(same),,,,
587,rea,MNNH,MNNH,id in bigg(same),,,,
588,rea,MNabc,MNabc,id in bigg(same),,,,
589,rea,MTAN,MTAN,id in bigg(same),,,,
590,rea,NACt,NACt,id in bigg(same),,,,
591,rea,NADK,NADK,id in bigg(same),,,,
592,rea,NADN,NADN,id in bigg(same),,,,
593,rea,NADS1,NADS1,id in bigg(same),,,,
594,rea,NAPRT,NAPRT,id in bigg(same),,,,
595,rea,NMNAT,NMNAT,id in bigg(same),,,,
596,rea,NMNP,NMNP,id in bigg(same),,,,
597,rea,NNATr,NNATr,id in bigg(same),,,,
598,rea,NOX,NOX,id in bigg(same),,,,
599,rea,NPHS,NPHS,id in bigg(same),,,,
600,rea,OCDMAT8,OCDMAT8,id in bigg(same),,,,
601,rea,OCMAT3,OCMAT3,id in bigg(same),,,,
602,rea,OMPDC,OMPDC,id in bigg(same),,,,
603,rea,ORNCD_1,ORNCD_1,id in bigg(same),,,,
604,rea,P5CR,P5CR,id in bigg(same),,,,
605,rea,PAPPT1,PAPPT1,id in bigg(same),,,,
606,rea,PAP_LLA,PAP_LLA,id in bigg(same),,,,
607,rea,PC,PC,id in bigg(same),,,,
608,rea,PFK,PFK,id in bigg(same),,,,
609,rea,PFK_2,PFK_2,id in bigg(same),,,,
610,rea,PGCD,PGCD,id in bigg(same),,,,
611,rea,PGGT2,PGGT2,id in bigg(same),,,,
612,rea,PGL,PGL,id in bigg(same),,,,
613,rea,PGPP_LLA,PGPP_LLA,id in bigg(same),,,,
614,rea,PHETRS_1,PHETRS_1,id in bigg(same),,,,
615,rea,PHPYROX,PHPYROX,id in bigg(same),,,,
616,rea,PIabc,PIabc,id in bigg(same),,,,
617,rea,PMEVK,PMEVK,id in bigg(same),,,,
618,rea,PMPK,PMPK,id in bigg(same),,,,
619,rea,PNTK,PNTK,id in bigg(same),,,,
620,rea,PPA,PPA,id in bigg(same),,,,
621,rea,PPCDC,PPCDC,id in bigg(same),,,,
622,rea,PPIabc,PPIabc,id in bigg(same),,,,
623,rea,PPNCL,PPNCL,id in bigg(same),,,,
624,rea,PPND,PPND,id in bigg(same),,,,
625,rea,PPNDH,PPNDH,id in bigg(same),,,,
626,rea,PPYRDC,PPYRDC,id in bigg(same),,,,
627,rea,PRAGSr,PRAGSr,id in bigg(same),,,,
628,rea,PRAIS_1,PRAIS_1,id in bigg(same),,,,
629,rea,PRAMPC_1,PRAMPC_1,id in bigg(same),,,,
630,rea,PRATPP,PRATPP,id in bigg(same),,,,
631,rea,PREN,PREN,id in bigg(same),,,,
632,rea,PRFGS_1,PRFGS_1,id in bigg(same),,,,
633,rea,PROTRS_1,PROTRS_1,id in bigg(same),,,,
634,rea,PROTS_LLA_v3,PROTS_LLA_v3,id in bigg(same),,,,
635,rea,PROabc,PROabc,id in bigg(same),,,,
636,rea,PROt3,PROt3,id in bigg(same),,,,
637,rea,PSERT,PSERT,id in bigg(same),,,,
638,rea,PSP_L,PSP_L,id in bigg(same),,,,
639,rea,PTAILE,PTAILE,id in bigg(same),,,,
640,rea,PTALEU,PTALEU,id in bigg(same),,,,
641,rea,PTAVAL,PTAVAL,id in bigg(same),,,,
642,rea,PTRCabc,PTRCabc,id in bigg(same),,,,
643,rea,PYK,PYK,id in bigg(same),,,,
644,rea,PYROX_1,PYROX_1,id in bigg(same),,,,
645,rea,RBFK,RBFK,id in bigg(same),,,,
646,rea,RBFSa,RBFSa,id in bigg(same),,,,
647,rea,RBFSb,RBFSb,id in bigg(same),,,,
648,rea,RBK,RBK,id in bigg(same),,,,
649,rea,RHCYS,RHCYS,id in bigg(same),,,,
650,rea,RIBFLVt2,RIBFLVt2,id in bigg(same),,,,
651,rea,RIBabc,RIBabc,id in bigg(same),,,,
652,rea,RIBt2,RIBt2,id in bigg(same),,,,
653,rea,RNAS_LLA,RNAS_LLA,id in bigg(same),,,,
654,rea,RNDR1,RNDR1,id in bigg(same),,,,
655,rea,RNDR2,RNDR2,id in bigg(same),,,,
656,rea,RNDR3,RNDR3,id in bigg(same),,,,
657,rea,RNDR4,RNDR4,id in bigg(same),,,,
658,rea,RNTR1,RNTR1,id in bigg(same),,,,
659,rea,RNTR2,RNTR2,id in bigg(same),,,,
660,rea,RNTR3,RNTR3,id in bigg(same),,,,
661,rea,RNTR4,RNTR4,id in bigg(same),,,,
662,rea,S6PG,S6PG,id in bigg(same),,,,
663,rea,SBTpts,SBTpts,id in bigg(same),,,,
664,rea,SERD_L,SERD_L,id in bigg(same),,,,
665,rea,SERTRS_1,SERTRS_1,id in bigg(same),,,,
666,rea,SHKK,SHKK,id in bigg(same),,,,
667,rea,SHSL1,SHSL1,id in bigg(same),,,,
