,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature1,feature2,other
307,rea,HISTD,HISTD,id in bigg(id in bigg),,,,
308,rea,HISTP,HISTP,id in bigg(id in bigg),,,,
309,rea,HMPK1,HMPK1,id in bigg(id in bigg),,,,
310,rea,HOCHL3,HOCHL3,id in bigg(id in bigg),,,,
311,rea,HOCR3,HOCR3,id in bigg(id in bigg),,,,
312,rea,HODHL8,HODHL8,id in bigg(id in bigg),,,,
313,rea,HODR8,HODR8,id in bigg(id in bigg),,,,
314,rea,HPPK,HPPK,id in bigg(id in bigg),,,,
315,rea,HSK,HSK,id in bigg(id in bigg),,,,
316,rea,HTDHL6,HTDHL6,id in bigg(id in bigg),,,,
317,rea,HTDR6,HTDR6,id in bigg(id in bigg),,,,
318,rea,HXPRT,HXPRT,id in bigg(id in bigg),,,,
319,rea,HYPOE,HYPOE,id in bigg(id in bigg),,,,
320,rea,IGPS,IGPS,id in bigg(id in bigg),,,,
321,rea,ILEabc,ILEabc,id in bigg(id in bigg),,,,
322,rea,IMPD,IMPD,id in bigg(id in bigg),,,,
323,rea,INS2D,INS2D,id in bigg(id in bigg),,,,
324,rea,INSH,INSH,id in bigg(id in bigg),,,,
325,rea,LACZ,LACZ,id in bigg(id in bigg),,,,
326,rea,LEUabc,LEUabc,id in bigg(id in bigg),,,,
327,rea,MACPMT,MACPMT,id in bigg(id in bigg),,,,
328,rea,MALLAC,MALLAC,id in bigg(id in bigg),,,,
329,rea,MALT,MALT,id in bigg(id in bigg),,,,
330,rea,MALTabc,MALTabc,id in bigg(id in bigg),,,,
331,rea,MALTt2,MALTt2,id in bigg(id in bigg),,,,
332,rea,MANpts,MANpts,id in bigg(id in bigg),,,,
333,rea,MCMAT2,MCMAT2,id in bigg(id in bigg),,,,
334,rea,MCMAT3,MCMAT3,id in bigg(id in bigg),,,,
335,rea,MCMAT4,MCMAT4,id in bigg(id in bigg),,,,
336,rea,MCMAT5,MCMAT5,id in bigg(id in bigg),,,,
337,rea,MCMAT6,MCMAT6,id in bigg(id in bigg),,,,
338,rea,MCMAT7,MCMAT7,id in bigg(id in bigg),,,,
339,rea,MCMAT8,MCMAT8,id in bigg(id in bigg),,,,
340,rea,ME1,ME1,id in bigg(id in bigg),,,,
341,rea,MELIBt2,MELIBt2,id in bigg(id in bigg),,,,
342,rea,METAT,METAT,id in bigg(id in bigg),,,,
343,rea,METS,METS,id in bigg(id in bigg),,,,
344,rea,MEVK1,MEVK1,id in bigg(id in bigg),,,,
345,rea,MI1PP,MI1PP,id in bigg(id in bigg),,,,
346,rea,MNLpts,MNLpts,id in bigg(id in bigg),,,,
347,rea,MNabc,MNabc,id in bigg(id in bigg),,,,
348,rea,MTAN,MTAN,id in bigg(id in bigg),,,,
349,rea,NADH4,NADH4,id in bigg(id in bigg),,,,
350,rea,NADK,NADK,id in bigg(id in bigg),,,,
351,rea,NADN,NADN,id in bigg(id in bigg),,,,
352,rea,NADS1,NADS1,id in bigg(id in bigg),,,,
353,rea,NAPRT,NAPRT,id in bigg(id in bigg),,,,
354,rea,NO2t3,NO2t3,id in bigg(id in bigg),,,,
355,rea,NOX2,NOX2,id in bigg(id in bigg),,,,
356,rea,NPPDO,NPPDO,id in bigg(id in bigg),,,,
357,rea,OCDMAT8,OCDMAT8,id in bigg(id in bigg),,,,
358,rea,OCMAT3,OCMAT3,id in bigg(id in bigg),,,,
359,rea,OMPDC,OMPDC,id in bigg(id in bigg),,,,
360,rea,OPHBDC,OPHBDC,id in bigg(id in bigg),,,,
361,rea,P5CD,P5CD,id in bigg(id in bigg),,,,
362,rea,PC,PC,id in bigg(id in bigg),,,,
363,rea,PDE1,PDE1,id in bigg(id in bigg),,,,
364,rea,PDE2,PDE2,id in bigg(id in bigg),,,,
365,rea,PDE3,PDE3,id in bigg(id in bigg),,,,
366,rea,PDE4,PDE4,id in bigg(id in bigg),,,,
367,rea,PDE5,PDE5,id in bigg(id in bigg),,,,
368,rea,PDH,PDH,id in bigg(id in bigg),,,,
369,rea,PFK,PFK,id in bigg(id in bigg),,,,
370,rea,PGCD,PGCD,id in bigg(id in bigg),,,,
371,rea,PGL,PGL,id in bigg(id in bigg),,,,
372,rea,PGLYCP,PGLYCP,id in bigg(id in bigg),,,,
373,rea,PHPYROX,PHPYROX,id in bigg(id in bigg),,,,
374,rea,PIabc,PIabc,id in bigg(id in bigg),,,,
375,rea,PMEVK,PMEVK,id in bigg(id in bigg),,,,
376,rea,PMPK,PMPK,id in bigg(id in bigg),,,,
377,rea,PNTK,PNTK,id in bigg(id in bigg),,,,
378,rea,PPA,PPA,id in bigg(id in bigg),,,,
379,rea,PPCDC,PPCDC,id in bigg(id in bigg),,,,
380,rea,PPCK,PPCK,id in bigg(id in bigg),,,,
381,rea,PPK2,PPK2,id in bigg(id in bigg),,,,
382,rea,PPNCL,PPNCL,id in bigg(id in bigg),,,,
383,rea,PPND,PPND,id in bigg(id in bigg),,,,
384,rea,PPS,PPS,id in bigg(id in bigg),,,,
385,rea,PRATPP,PRATPP,id in bigg(id in bigg),,,,
386,rea,PSERT,PSERT,id in bigg(id in bigg),,,,
387,rea,PSP_L,PSP_L,id in bigg(id in bigg),,,,
388,rea,PTRCabc,PTRCabc,id in bigg(id in bigg),,,,
389,rea,PYDAMK,PYDAMK,id in bigg(id in bigg),,,,
390,rea,PYK,PYK,id in bigg(id in bigg),,,,
391,rea,RAFGH,RAFGH,id in bigg(id in bigg),,,,
392,rea,RBFK,RBFK,id in bigg(id in bigg),,,,
393,rea,RBK,RBK,id in bigg(id in bigg),,,,
394,rea,RBK_L1,RBK_L1,id in bigg(id in bigg),,,,
395,rea,RHCCE,RHCCE,id in bigg(id in bigg),,,,
396,rea,RIBFLVt2,RIBFLVt2,id in bigg(id in bigg),,,,
397,rea,RIBt2,RIBt2,id in bigg(id in bigg),,,,
398,rea,RMK,RMK,id in bigg(id in bigg),,,,
399,rea,RNDR1,RNDR1,id in bigg(id in bigg),,,,
400,rea,RNDR2,RNDR2,id in bigg(id in bigg),,,,
401,rea,RNDR3,RNDR3,id in bigg(id in bigg),,,,
402,rea,RNDR4,RNDR4,id in bigg(id in bigg),,,,
403,rea,RNTR1,RNTR1,id in bigg(id in bigg),,,,
404,rea,RNTR2,RNTR2,id in bigg(id in bigg),,,,
405,rea,RNTR3,RNTR3,id in bigg(id in bigg),,,,
406,rea,RNTR4,RNTR4,id in bigg(id in bigg),,,,
407,rea,SADT,SADT,id in bigg(id in bigg),,,,
408,rea,SBTpts,SBTpts,id in bigg(id in bigg),,,,
409,rea,SDPDS,SDPDS,id in bigg(id in bigg),,,,
410,rea,SERD_D,SERD_D,id in bigg(id in bigg),,,,
411,rea,SERD_L,SERD_L,id in bigg(id in bigg),,,,
412,rea,SHKK,SHKK,id in bigg(id in bigg),,,,
413,rea,SPMDabc,SPMDabc,id in bigg(id in bigg),,,,
414,rea,SSALx,SSALx,id in bigg(id in bigg),,,,
415,rea,SSALy,SSALy,id in bigg(id in bigg),,,,
416,rea,SUCR,SUCR,id in bigg(id in bigg),,,,
417,rea,SUCpts,SUCpts,id in bigg(id in bigg),,,,
418,rea,TARTD,TARTD,id in bigg(id in bigg),,,,
419,rea,TDMAT6,TDMAT6,id in bigg(id in bigg),,,,
420,rea,THDPS,THDPS,id in bigg(id in bigg),,,,
421,rea,THMDt2,THMDt2,id in bigg(id in bigg),,,,
422,rea,THMabc,THMabc,id in bigg(id in bigg),,,,
423,rea,THRD_L,THRD_L,id in bigg(id in bigg),,,,
424,rea,THRS,THRS,id in bigg(id in bigg),,,,
425,rea,TMDK1,TMDK1,id in bigg(id in bigg),,,,
426,rea,TMDK2,TMDK2,id in bigg(id in bigg),,,,
427,rea,TMDPK,TMDPK,id in bigg(id in bigg),,,,
428,rea,TMDS,TMDS,id in bigg(id in bigg),,,,
429,rea,TMPPP,TMPPP,id in bigg(id in bigg),,,,
430,rea,TRDR,TRDR,id in bigg(id in bigg),,,,
431,rea,TRE6PH,TRE6PH,id in bigg(id in bigg),,,,
432,rea,TREpts,TREpts,id in bigg(id in bigg),,,,
433,rea,TRPS1,TRPS1,id in bigg(id in bigg),,,,
434,rea,UAAGDS,UAAGDS,id in bigg(id in bigg),,,,
435,rea,UAGCVT,UAGCVT,id in bigg(id in bigg),,,,
436,rea,UAGDP,UAGDP,id in bigg(id in bigg),,,,
437,rea,UAMAGS,UAMAGS,id in bigg(id in bigg),,,,
438,rea,UAMAS,UAMAS,id in bigg(id in bigg),,,,
439,rea,UAPGR,UAPGR,id in bigg(id in bigg),,,,
440,rea,UDCPDP,UDCPDP,id in bigg(id in bigg),,,,
441,rea,UDCPDPS,UDCPDPS,id in bigg(id in bigg),,,,
442,rea,UDPGALM,UDPGALM,id in bigg(id in bigg),,,,
443,rea,UPPRT,UPPRT,id in bigg(id in bigg),,,,
444,rea,URAt2,URAt2,id in bigg(id in bigg),,,,
445,rea,URIH,URIH,id in bigg(id in bigg),,,,
446,rea,URIK1,URIK1,id in bigg(id in bigg),,,,
447,rea,URIK2,URIK2,id in bigg(id in bigg),,,,
448,rea,URIK3,URIK3,id in bigg(id in bigg),,,,
449,rea,VALabc,VALabc,id in bigg(id in bigg),,,,
450,rea,XANt2,XANt2,id in bigg(id in bigg),,,,
451,rea,XPPT,XPPT,id in bigg(id in bigg),,,,
452,rea,XTSNH,XTSNH,id in bigg(id in bigg),,,,
453,rea,kaasIII,kaasIII,id in bigg(id in bigg),,,,
454,rea,2MPAt6,2MPAt6,id in bigg(mets different),,h_c + isobut_c <=> h_e + isobut_e,2mpa_c + h_c --> 2mpa_e + h_e,
455,rea,3MBAt6,3MBAt6,id in bigg(mets different),,h_c + isoval_c <=> h_e + isoval_e,3mba_c + h_c --> 3mba_e + h_e,
456,rea,3MOBDC,3MOBDC,id in bigg(mets different),,3mob_c + h_c --> 2mpal_c + co2_c,3mob_c + h_c --> 2mppal_c + co2_c,
457,rea,4MOPDC,4MOPDC,id in bigg(mets different),,4mop_c + h_c --> 3mbal_c + co2_c,4mop_c + h_c --> 3mbald_c + co2_c,
458,rea,ACGALpts,ACGALpts,id in bigg(mets different),,acgal_e + pep_c --> acgal6p_c + pyr_c,acgala_e + pep_c --> acgal6p_c + pyr_c,
459,rea,ACODA,ACODA,id in bigg(mets different),,acorn_c + h2o_c --> ac_c + orn__L_c,acorn_c + h2o_c --> ac_c + orn_c,
460,rea,AHMMPS,AHMMPS,id in bigg(mets different),,air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c,air_c + 2.0 h_c --> 4ahmmp_c + gcald_c + pi_c,
461,rea,ALATRS,ALATRS,id in bigg(mets different),,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,
462,rea,APAT,APAT,id in bigg(mets different),,accoa_c + h2o_c + thdp_c <=> acamoxm_c + coa_c,atp_m + ppa_m --> ppad_m + ppi_m,
463,rea,ARGTRS,ARGTRS,id in bigg(mets different),,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + h_c + ppi_c,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,
464,rea,ASNTRS,ASNTRS,id in bigg(mets different),,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + h_c + ppi_c,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,
465,rea,ASPTRS,ASPTRS,id in bigg(mets different),,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + h_c + ppi_c,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,
466,rea,ASPt6,ASPt6,id in bigg(mets different),,asp__L_e + h_e <=> asp__L_c + h_c,asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c,
467,rea,BTDD_RR,BTDD_RR,id in bigg(mets different),,btd__RR_c + nad_c <=> actn__R_c + h_c + nadh_c,btd_RR_c + nad_c --> actn__R_c + h_c + nadh_c,
468,rea,CYSTGL,CYSTGL,id in bigg(mets different),,cysth__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,
469,rea,CYSTL,CYSTL,id in bigg(mets different),,cysth__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,
470,rea,CYSTRS,CYSTRS,id in bigg(mets different),,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + h_c + ppi_c,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,
471,rea,DHNPA,DHNPA,id in bigg(mets different),,dhnpt_c --> 2ahhmp_c + gcald_c,dhnpt_c --> 2ahhmp_c + gcald_c + h_c,
472,rea,DHPS3,DHPS3,id in bigg(mets different),,2ahhmd_c + 4abz_c --> dhpt_c + ppi_c,6hmhptpp_c + Brfap_c --> dhrfap_c + ppi_c,
473,rea,DNMPPA,DNMPPA,id in bigg(mets different),,dhpmp_c + h2o_c --> dhnpt_c + h_c + pi_c,dhpmp_c + h2o_c --> dhnpt_c + pi_c,
474,rea,DNTPPA,DNTPPA,id in bigg(mets different),,ahdt_c + h2o_c --> dhpmp_c + ppi_c,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,
475,rea,FLVR,FLVR,id in bigg(mets different),,h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,
476,rea,FTHFCL,FTHFCL,id in bigg(mets different),,5fothf_c + atp_c --> adp_c + methf_c + pi_c,5fthf_c + atp_c --> adp_c + methf_c + pi_c,
477,rea,G3PD1,G3PD1,id in bigg(mets different),,glyc3p_c + nad_c <=> dhap_c + h_c + nadh_c,dhap_h + h_h + nadh_h --> glyc3p_h + nad_h,
478,rea,G3PO,G3PO,id in bigg(mets different),,glyc3p_c + o2_c --> dhap_c + h2o2_c,dhap_h + h2o2_h --> glyc3p_h + o2_h,
479,rea,G6PI,G6PI,id in bigg(mets different),,g6p_c <=> g6p__B_c,g6p_c --> g6p_B_c,
480,rea,GLUTRS,GLUTRS,id in bigg(mets different),,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + h_c + ppi_c,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,
481,rea,GLYTRS,GLYTRS,id in bigg(mets different),,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + h_c + ppi_c,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,
482,rea,GNK,GNK,id in bigg(mets different),,atp_c + glcn__D_c --> 6pgc_c + adp_c + h_c,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,
483,rea,HISTRS,HISTRS,id in bigg(mets different),,atp_c + his__L_c + trnahis_c --> amp_c + h_c + histrna_c + ppi_c,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,
484,rea,HSTPT,HSTPT,id in bigg(mets different),,glu__L_c + imacp_c --> akg_c + h_c + hisp_c,glu__L_c + imacp_c --> akg_c + hisp_c,
485,rea,IG3PS,IG3PS,id in bigg(mets different),,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + 2.0 h_c,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,
486,rea,IGPDH,IGPDH,id in bigg(mets different),,eig3p_c + h_c --> h2o_c + imacp_c,eig3p_c --> h2o_c + imacp_c,
487,rea,ILETRS,ILETRS,id in bigg(mets different),,atp_c + ile__L_c + trnaile_c --> amp_c + h_c + iletrna_c + ppi_c,atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,
488,rea,LEUTRS,LEUTRS,id in bigg(mets different),,atp_c + leu__L_c + trnaleu_c --> amp_c + h_c + leutrna_c + ppi_c,atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,
489,rea,LYSTRS,LYSTRS,id in bigg(mets different),,atp_c + lys__L_c + trnalys_c --> amp_c + h_c + lystrna_c + ppi_c,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,
490,rea,METTRS,METTRS,id in bigg(mets different),,atp_c + met__L_c + trnamet_c --> amp_c + h_c + mettrna_c + ppi_c,atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,
491,rea,MOCOS,MOCOS,id in bigg(mets different),,MPT_c <=> Moco_c,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,
492,rea,MPTS,MPTS,id in bigg(mets different),,2.0 MCOSH_c + PreZ_c + h2o_c --> 2.0 MCOOH_c + MPT_c + 3.0 h_c,cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c,
493,rea,OCBT,OCBT,id in bigg(mets different),,cbp_c + orn__L_c <=> citr__L_c + h_c + pi_c,cbp_c + orn_c --> citr__L_c + h_c + pi_c,
494,rea,ORNTAC,ORNTAC,id in bigg(mets different),,acorn_c + glu__L_c <=> acglu_c + orn__L_c,acorn_c + glu__L_c --> acglu_c + orn_c,
495,rea,PGK,PGK,id in bigg(mets different),,13dpg_c + adp_c <=> 3pg_c + atp_c,3pg_c + atp_c --> 13dpg_c + adp_c,
496,rea,PGM,PGM,id in bigg(mets different),,3pg_c <=> 2pg_c,2pg_c --> 3pg_c,
497,rea,PGMT_B,PGMT_B,id in bigg(mets different),,g6p__B_c <=> g1p__B_c,g6p_B_c --> g1p_B_c,
498,rea,PHETRS,PHETRS,id in bigg(mets different),,atp_c + phe__L_c + trnaphe_c --> amp_c + h_c + phetrna_c + ppi_c,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,
499,rea,PRAI,PRAI,id in bigg(mets different),,pran_c <=> 2cpr5p_c,pran_h --> 2cpr5p_h,
500,rea,PRAIS,PRAIS,id in bigg(mets different),,atp_c + fpram_c --> adp_c + air_c + h_c + pi_c,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,
501,rea,PRAMPC,PRAMPC,id in bigg(mets different),,h2o_c + h_c + prbamp_c --> prfp_c,h2o_c + prbamp_c --> prfp_c,
502,rea,PRFGS,PRFGS,id in bigg(mets different),,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,
503,rea,PROTRS,PROTRS,id in bigg(mets different),,atp_c + pro__L_c + trnapro_c --> amp_c + h_c + ppi_c + protrna_c,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,
504,rea,PSUDS,PSUDS,id in bigg(mets different),,r5p_c + ura_c --> h2o_c + psd5p_c,2.0 h_c + r5p_c + ura_c --> h2o_c + psd5p_c,
505,rea,PYDXK,PYDXK,id in bigg(mets different),,atp_c + pydx_c --> adp_c + 2.0 h_c + pydx5p_c,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,
506,rea,PYDXPP,PYDXPP,id in bigg(mets different),,h2o_c + h_c + pydx5p_c --> pi_c + pydx_c,h2o_c + pydx5p_c --> pi_c + pydx_c,
507,rea,PYROX,PYROX,id in bigg(mets different),,h_c + o2_c + pi_c + pyr_c --> actp_c + co2_c + h2o2_c,h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c,
508,rea,SERTRS,SERTRS,id in bigg(mets different),,atp_c + ser__L_c + trnaser_c --> amp_c + h_c + ppi_c + sertrna_c,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,
509,rea,TDPDRR,TDPDRR,id in bigg(mets different),,dtdp6dm_c + nadp_c <=> dtdp4d6dm_c + h_c + nadph_c,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,
510,rea,TDPGDH,TDPGDH,id in bigg(mets different),,dtdpglc_c --> dtdp4d6dg_c + h2o_c,dtdpglu_c --> dtdp4d6dg_c + h2o_c,
511,rea,THRTRS,THRTRS,id in bigg(mets different),,atp_c + thr__L_c + trnathr_c --> amp_c + h_c + ppi_c + thrtrna_c,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,
512,rea,TRPTRS,TRPTRS,id in bigg(mets different),,atp_c + trnatrp_c + trp__L_c --> amp_c + h_c + ppi_c + trptrna_c,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,
513,rea,TYRTRS,TYRTRS,id in bigg(mets different),,atp_c + trnatyr_c + tyr__L_c --> amp_c + h_c + ppi_c + tyrtrna_c,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,
514,rea,UAAGLS1,UAAGLS1,id in bigg(mets different),,atp_c + lys__L_c + uamag_c --> adp_c + 2.0 h_c + pi_c + uAgl_c,atp_c + lys__L_c + uamag_c --> adp_c + h_c + pi_c + uAgl_c,
515,rea,UGMDDS2,UGMDDS2,id in bigg(mets different),,alalac_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmdalac_c,alaala_c + atp_c + uggmd_c --> adp_c + h_c + pi_c + uggmda_c,
516,rea,VALTRS,VALTRS,id in bigg(mets different),,atp_c + trnaval_c + val__L_c --> amp_c + h_c + ppi_c + valtrna_c,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,
517,rea,2MBALDt,2MBALDt,id in old_bigg(bounds different),2MBALDt; 2MBALt,"(-1000.0, 1000.0)","(0.0, 1000.0)",
518,rea,2HXICt,2HXICt,id in old_bigg(bounds different),2HXICt; 2hxict6,"(-1000.0, 1000.0)","(0.0, 1000.0)",
519,rea,CHLt2,CHLt2,id in old_bigg(bounds different),CHLt2; CHLt2r,"(-1000.0, 1000.0)","(0.0, 1000.0)",
520,rea,DHQTi,DHQTi,id in old_bigg(bounds different),DHQD; DHQD1; DHQTi,"(-1000.0, 1000.0)","(0.0, 1000.0)",
521,rea,EX_2aeppn_e,EX_2aeppn_e,id in old_bigg(bounds different),EX_2aeppn_LPAREN_e_RPAREN_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
522,rea,EX_2hxic__L_e,EX_2hxic__L_e,id in old_bigg(bounds different),EX_2hxic_L_LPAREN_e_RPAREN_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
523,rea,EX_2mba_e,EX_2mba_e,id in old_bigg(bounds different),EX_2mba_LPAREN_e_RPAREN_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
524,rea,EX_2mbald_e,EX_2mbald_e,id in old_bigg(bounds different),EX_2mbal_LPAREN_e_RPAREN_; EX_2mbald_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
525,rea,EX_3mbal_e,EX_3mbal_e,id in old_bigg(bounds different),EX_3mbal_LPAREN_e_RPAREN_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
526,rea,EX_4abut_e,EX_4abut_e,id in old_bigg(bounds different),EX_4abut[e]; EX_4abut_LPAREN_e_RPAREN_; EX_4abut_e; EX_4abut_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
527,rea,EX_4abz_e,EX_4abz_e,id in old_bigg(bounds different),EX_4abz_LPAREN_e_RPAREN_; EX_4abz_e; EX_4abz_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
528,rea,EX_ac_e,EX_ac_e,id in old_bigg(bounds different),EX_ac(e); EX_ac[e]; EX_ac_LPAREN_e_RPAREN_; EX_ac_e; EX_ac_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
529,rea,EX_acald_e,EX_acald_e,id in old_bigg(bounds different),EX_acald[e]; EX_acald_LPAREN_e_RPAREN_; EX_acald_e; EX_acald_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
530,rea,EX_acgam_e,EX_acgam_e,id in old_bigg(bounds different),EX_acgam[e]; EX_acgam_LPAREN_e_RPAREN_; EX_acgam_e; EX_acgam_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
531,rea,EX_actn__R_e,EX_actn__R_e,id in old_bigg(bounds different),EX_actn_R_LPAREN_e_RPAREN_; EX_actn_R_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
532,rea,EX_ade_e,EX_ade_e,id in old_bigg(bounds different),EX_ade[e]; EX_ade_LPAREN_e_RPAREN_; EX_ade_e; EX_ade_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
533,rea,EX_ala__L_e,EX_ala__L_e,id in old_bigg(bounds different),EX_ala_DASH_L_LPAREN_e_RPAREN_; EX_ala_L(e); EX_ala_L[e]; EX_ala_L_LPAREN_e_RPAREN_; EX_ala_L_e; EX_ala_L_e_; EX_ala__L_e,"(-1000.0, 1000.0)","(0.0, 1000.0)",
534,rea,EX_arab__L_e,EX_arab__L_e,id in old_bigg(bounds different),EX_arab-L(e); EX_arab_DASH_L_LPAREN_e_RPAREN_; EX_arab_L(e); EX_arab_L[e]; EX_arab_L_LPAREN_e_RPAREN_; EX_arab_L_e; EX_arab_L_e_; EX_arab__L_e,"(-1000.0, 1000.0)","(0.0, 1000.0)",
535,rea,EX_arg__L_e,EX_arg__L_e,id in old_bigg(bounds different),EX_arg-L(e); EX_arg_DASH_L_LPAREN_e_RPAREN_; EX_arg_L[e]; EX_arg_L_LPAREN_e_RPAREN_; EX_arg_L_e; EX_arg_L_e_; EX_arg__L_e,"(-1000.0, 1000.0)","(0.0, 1000.0)",
536,rea,EX_asn__L_e,EX_asn__L_e,id in old_bigg(bounds different),EX_asn-L(e); EX_asn_DASH_L_LPAREN_e_RPAREN_; EX_asn_L[e]; EX_asn_L_LPAREN_e_RPAREN_; EX_asn_L_e; EX_asn_L_e_; EX_asn__L_e,"(-1000.0, 1000.0)","(0.0, 1000.0)",
537,rea,EX_asp__L_e,EX_asp__L_e,id in old_bigg(bounds different),EX_asp-L(e); EX_asp_DASH_L_LPAREN_e_RPAREN_; EX_asp_L[e]; EX_asp_L_LPAREN_e_RPAREN_; EX_asp_L_e; EX_asp_L_e_; EX_asp__L_e,"(-1000.0, 1000.0)","(0.0, 1000.0)",
538,rea,EX_btd_RR_e,EX_btd_RR_e,id in old_bigg(bounds different),EX_btd-RR(e); EX_btd_RR_LPAREN_e_RPAREN_; EX_btd_RR_e; EX_btd_RR_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
539,rea,EX_btn_e,EX_btn_e,id in old_bigg(bounds different),EX_biotin_e; EX_btn(e); EX_btn[e]; EX_btn_LPAREN_e_RPAREN_; EX_btn_e; EX_btn_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
540,rea,EX_bzal_e,EX_bzal_e,id in old_bigg(bounds different),EX_bzal_LPAREN_e_RPAREN_; EX_bzal_e,"(-1000.0, 1000.0)","(0.0, 1000.0)",
541,rea,EX_cellb_e,EX_cellb_e,id in old_bigg(bounds different),EX_cellb(e); EX_cellb_LPAREN_e_RPAREN_; EX_cellb_e; EX_cellb_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
542,rea,EX_chol_e,EX_chol_e,id in old_bigg(bounds different),EX_chol[e]; EX_chol_LPAREN_e_RPAREN_; EX_chol_e; EX_chol_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
543,rea,EX_cit_e,EX_cit_e,id in old_bigg(bounds different),EX_cit[e]; EX_cit_LPAREN_e_RPAREN_; EX_cit_e; EX_cit_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
544,rea,EX_co2_e,EX_co2_e,id in old_bigg(bounds different),EX_co2(e); EX_co2[e]; EX_co2_LPAREN_e_RPAREN_; EX_co2_e; EX_co2_e_,"(-1000.0, 1000.0)","(0.0, 1000.0)",
